# HOMER Differential Peaks
# Original Peak File = Turcan_K9_48_annotated_peaks_ip_32.txt
# Peak File Tag Directory = RG_IP
# Background Tag Directory = RC_IP
#
# Mode = Peaks enriched over background
# Differential peaks = 246
# Fraction of original peaks = 1.42%
# Original number of peaks = 17276
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 1.50
# Poisson p-value cutoff = 1.00e-03
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 40
# background directory tagAdjust = 39
#
# cmd = getDifferentialPeaks Turcan_K9_48_annotated_peaks_ip_32.txt RG_IP RC_IP -F 1.5 -P 0.001
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
11374-2	chr8	44826151	44837523	+	0.000	0.000	354.5	230.8	1.54	3.25e-14
5431-7	chr8	44859972	44865401	+	0.000	0.000	194.0	123.5	1.57	2.77e-09
8339	chr8	45037685	45046022	+	0.000	0.000	315.0	204.3	1.54	4.35e-13
9467-2	chr8	45212768	45222233	+	0.000	0.000	255.5	169.2	1.51	4.92e-10
10244	chr8	45512866	45523108	+	0.000	0.000	379.0	251.2	1.51	3.88e-14
13140	chr8	45672015	45685153	+	0.000	0.000	432.0	286.0	1.51	5.87e-16
9083-3	chr8	45768372	45777453	+	0.000	0.000	276.0	183.8	1.50	1.45e-10
5752-5	chr8	85769422	85775172	+	0.000	0.000	632.5	393.8	1.61	1.74e-28
5185	chr10	39936012	39941195	+	0.000	0.000	554.5	356.2	1.56	2.03e-22
7652	chr10	39973023	39980673	+	0.000	0.000	303.0	181.5	1.67	1.18e-16
13440	chr10	39981386	39994824	+	0.000	0.000	1661.5	1102.0	1.51	1.81e-55
2978-4	chr10	40018985	40021961	+	0.000	0.000	297.0	189.6	1.57	3.65e-13
6174	chr10	40042751	40048923	+	0.000	0.000	274.0	178.8	1.53	2.35e-11
1732-4	chr10	40104234	40105964	+	0.000	0.000	155.0	99.6	1.56	1.70e-07
3629-3	chr10	40146793	40150420	+	0.000	0.000	391.5	250.5	1.56	1.41e-16
4919	chr10	40188972	40193889	+	0.000	0.000	265.5	168.9	1.57	5.22e-12
6874	chr10	40245777	40252649	+	0.000	0.000	510.0	339.2	1.50	3.67e-18
2410-3	chr10	40262443	40264851	+	0.000	0.000	192.0	122.8	1.56	4.75e-09
5037-2	chr10	40265390	40270425	+	0.000	0.000	596.0	394.7	1.51	2.67e-21
6008	chr10	40274833	40280839	+	0.000	0.000	502.5	325.5	1.54	7.89e-20
5178	chr10	40323853	40329029	+	0.000	0.000	339.5	214.0	1.59	2.05e-15
2839	chr10	40344291	40347128	+	0.000	0.000	435.0	282.5	1.54	2.57e-17
18799	chr10	40363160	40381957	+	0.000	0.000	1910.0	1254.8	1.52	3.03e-66
13776	chr10	40387576	40401350	+	0.000	0.000	2220.5	1326.2	1.67	5.93e-111
2048	chr10	40420669	40422715	+	0.000	0.000	183.0	113.6	1.61	1.34e-09
8244	chr10	40435548	40443790	+	0.000	0.000	628.0	416.8	1.51	3.96e-22
7333-2	chr10	40449933	40457264	+	0.000	0.000	632.0	393.1	1.61	1.10e-28
3782-5	chr10	40464149	40467929	+	0.000	0.000	503.0	297.9	1.69	1.88e-27
2916-2	chr10	40500419	40503333	+	0.000	0.000	206.0	135.8	1.52	1.25e-08
5909	chr10	40554559	40560466	+	0.000	0.000	755.0	484.1	1.56	3.30e-30
1408-4	chr10	40574915	40576321	+	0.000	0.000	172.5	111.2	1.55	5.74e-08
3102-2	chr10	40577615	40580715	+	0.000	0.000	225.5	140.8	1.60	4.09e-11
19181	chr10	40583615	40602794	+	0.000	0.000	2249.0	1440.3	1.56	2.11e-86
5460	chr10	40630929	40636387	+	0.000	0.000	313.5	204.8	1.53	1.34e-12
2452-3	chr10	40639726	40642176	+	0.000	0.000	191.5	117.8	1.63	3.76e-10
7208	chr10	40642989	40650195	+	0.000	0.000	760.0	491.2	1.55	1.92e-29
4337-2	chr10	40656003	40660338	+	0.000	0.000	316.5	194.7	1.63	9.60e-16
13465	chr10	40660972	40674435	+	0.000	0.000	1321.5	873.8	1.51	4.25e-45
5104	chr10	40703707	40708809	+	0.000	0.000	340.5	220.8	1.54	6.47e-14
7516	chr10	40711369	40718883	+	0.000	0.000	648.5	426.0	1.52	1.08e-23
5002-2	chr10	40726021	40731021	+	0.000	0.000	484.5	306.4	1.58	5.32e-21
2767	chr10	40755867	40758632	+	0.000	0.000	250.0	147.7	1.69	1.16e-14
17375	chr10	40759602	40776975	+	0.000	0.000	1454.0	944.4	1.54	1.93e-53
4044	chr10	40779938	40783980	+	0.000	0.000	262.5	159.9	1.64	8.78e-14
7994	chr10	40795128	40803120	+	0.000	0.000	893.0	556.2	1.61	1.62e-39
1530-3	chr10	40810569	40812097	+	0.000	0.000	184.0	107.7	1.71	1.50e-11
8330	chr10	40812792	40821120	+	0.000	0.000	695.0	450.2	1.54	7.47e-27
4963	chr10	40869129	40874090	+	0.000	0.000	218.5	140.6	1.55	9.37e-10
1308-4	chr10	40900054	40901360	+	0.000	0.000	141.5	91.0	1.56	7.15e-07
4695	chr10	40922572	40927265	+	0.000	0.000	308.5	202.8	1.52	4.01e-12
3732-3	chr10	40980808	40984538	+	0.000	0.000	390.5	249.9	1.56	1.61e-16
7368	chr10	41002705	41010071	+	0.000	0.000	530.0	346.0	1.53	2.74e-20
13097	chr10	41010679	41023774	+	0.000	0.000	896.0	596.0	1.50	1.69e-30
20000	chr10	41042140	41062138	+	0.000	0.000	1320.5	871.8	1.51	2.22e-45
3074	chr10	41107608	41110680	+	0.000	0.000	258.0	155.5	1.66	3.66e-14
4453-2	chr10	41129796	41134247	+	0.000	0.000	553.0	357.3	1.55	5.91e-22
5588-2	chr10	41135168	41140754	+	0.000	0.000	386.0	230.9	1.67	8.02e-21
2558-2	chr10	41143335	41145891	+	0.000	0.000	175.0	116.6	1.50	2.79e-07
10256	chr10	41148532	41158786	+	0.000	0.000	608.0	399.8	1.52	2.55e-22
20048	chr10	41162183	41182229	+	0.000	0.000	1225.5	789.2	1.55	7.06e-47
3453-2	chr10	41208193	41211644	+	0.000	0.000	256.0	169.9	1.51	4.78e-10
3435-4	chr10	41234279	41237712	+	0.000	0.000	253.0	168.5	1.50	8.09e-10
9234	chr10	41238419	41247651	+	0.000	0.000	406.0	266.2	1.53	1.07e-15
5559-2	chr10	41248345	41253902	+	0.000	0.000	294.0	181.9	1.62	1.49e-14
4430-2	chr10	41297026	41301454	+	0.000	0.000	237.0	155.7	1.52	8.81e-10
7573	chr10	41302027	41309598	+	0.000	0.000	553.5	359.7	1.54	2.14e-21
4906	chr10	41310104	41315008	+	0.000	0.000	315.0	203.6	1.55	3.03e-13
3455-2	chr10	41319700	41323153	+	0.000	0.000	293.0	163.8	1.79	6.91e-20
11300	chr10	41325786	41337084	+	0.000	0.000	719.5	466.4	1.54	1.50e-27
15286	chr10	41436288	41451572	+	0.000	0.000	994.0	648.8	1.53	2.07e-36
5530-2	chr10	41453441	41458969	+	0.000	0.000	268.0	177.9	1.51	1.95e-10
4176-3	chr10	133686237	133690411	+	0.000	0.000	936.5	516.9	1.81	1.30e-61
4256-2	chr10	133762365	133766619	+	0.000	0.000	320.5	188.3	1.70	1.73e-18
18339	chr11	53800415	53818752	+	0.000	0.000	536.5	351.4	1.53	3.82e-20
19631	chr11	54043264	54062893	+	0.000	0.000	538.0	343.4	1.57	1.95e-22
11422	chr11	54063358	54074778	+	0.000	0.000	293.0	182.1	1.61	2.71e-14
3231-2	chr12	39711178	39714407	+	0.000	0.000	225.5	94.6	2.38	4.42e-30
18314	chr13	16660291	16678603	+	0.000	0.000	822.5	524.0	1.57	1.80e-33
36465	chr13	17384989	17421452	+	0.000	0.000	1722.5	1103.4	1.56	1.64e-66
5548-3	chr13	17535926	17541472	+	0.000	0.000	179.5	105.3	1.70	4.21e-11
11036	chr13	17586446	17597480	+	0.000	0.000	269.5	178.9	1.51	2.18e-10
11098	chr13	17627029	17638125	+	0.000	0.000	255.0	169.2	1.51	4.92e-10
8680	chr14	16091818	16100496	+	0.000	0.000	1666.0	525.5	3.17	0.00e+00
6648-4	chr14	17559134	17565780	+	0.000	0.000	138.0	85.4	1.62	1.07e-07
6025	chr14	17606661	17612684	+	0.000	0.000	161.0	97.6	1.65	2.75e-09
7580-2	chr14	17616885	17624463	+	0.000	0.000	186.5	122.7	1.52	6.44e-08
5145-2	chr14	17625186	17630329	+	0.000	0.000	134.0	84.0	1.59	3.12e-07
7018	chr14	17680974	17687990	+	0.000	0.000	166.0	104.0	1.60	1.35e-08
9969	chr14	17946793	17956760	+	0.000	0.000	252.5	164.7	1.53	1.63e-10
8210	chr14	18086383	18094591	+	0.000	0.000	207.5	135.7	1.53	7.74e-09
8798	chr15	17557218	17566014	+	0.000	0.000	142.0	91.7	1.55	6.96e-07
7679-2	chr15	17757830	17765507	+	0.000	0.000	138.5	87.1	1.59	3.03e-07
7648	chr15	17877669	17885315	+	0.000	0.000	145.5	85.7	1.70	3.47e-09
13209	chr15	18043416	18056623	+	0.000	0.000	259.5	158.8	1.63	1.90e-13
8157-2	chr15	18325907	18334062	+	0.000	0.000	152.0	87.2	1.74	2.17e-10
3623-4	chr15	18623023	18626644	+	0.000	0.000	187.0	121.0	1.55	1.66e-08
11225-2	chr15	19381610	19392833	+	0.000	0.000	455.0	293.7	1.55	1.82e-18
3867-2	chr15	19577697	19581562	+	0.000	0.000	176.5	104.4	1.69	1.09e-10
5936-2	chr15	19775302	19781236	+	0.000	0.000	408.0	257.1	1.59	2.76e-18
2881-5	chr16	34581007	34583886	+	0.000	0.000	12633.0	7944.0	1.59	0.00e+00
5770-5	chr16	46386205	46391973	+	0.000	0.000	30783.0	19524.1	1.58	0.00e+00
1885-9	chr16	46394138	46396021	+	0.000	0.000	8766.0	5584.5	1.57	0.00e+00
4568-3	chr16	46397076	46401642	+	0.000	0.000	20034.0	12965.7	1.55	0.00e+00
6461-2	chr17	21918594	21925053	+	0.000	0.000	191.0	118.3	1.61	5.06e-10
3216-5	chr17	21925765	21928979	+	0.000	0.000	272.0	168.9	1.61	1.93e-13
15813	chr17	21968720	21984531	+	0.000	0.000	5528.0	3370.6	1.64	2.19e-253
6753	chr17	21985251	21992002	+	0.000	0.000	2573.5	1685.4	1.53	1.18e-89
1843-6	chr17	23015178	23017019	+	0.000	0.000	562.0	302.3	1.86	9.98e-41
6236	chr17	23114222	23120456	+	0.000	0.000	138.5	91.4	1.51	3.47e-06
8302-2	chr17	23153934	23162234	+	0.000	0.000	173.0	113.8	1.52	1.48e-07
560-25	chr17	25115377	25115935	+	0.000	0.000	142.0	92.5	1.54	1.06e-06
156-124	chr17	25788509	25788663	+	0.000	0.000	231.5	143.2	1.62	9.61e-12
1603-12	chr17	26603057	26604658	+	0.000	0.000	1942.5	1143.0	1.70	1.95e-102
8812-2	chr17	26611590	26620400	+	0.000	0.000	675.5	426.2	1.58	7.65e-29
5202-3	chr17	26880775	26885975	+	0.000	0.000	4087.0	2331.3	1.75	1.59e-236
6244	chr18	106087	112329	+	0.000	0.000	2051.0	1144.2	1.79	1.87e-128
4482-4	chr18	16260368	16264848	+	0.000	0.000	133.0	86.5	1.54	2.07e-06
8541	chr18	16547900	16556439	+	0.000	0.000	260.0	172.7	1.51	3.84e-10
7279	chr18	16568899	16576176	+	0.000	0.000	169.0	103.2	1.64	1.80e-09
6087-5	chr18	16743219	16749304	+	0.000	0.000	163.5	96.5	1.69	4.47e-10
10152-2	chr18	17005935	17016085	+	0.000	0.000	258.0	168.9	1.53	1.18e-10
6893	chr18	17117502	17124393	+	0.000	0.000	184.5	112.6	1.64	4.22e-10
14249	chr18	17201704	17215951	+	0.000	0.000	355.5	226.3	1.57	1.68e-15
7382	chr18	17340975	17348355	+	0.000	0.000	171.0	112.5	1.52	1.74e-07
5961-4	chr18	17531367	17537326	+	0.000	0.000	161.0	102.0	1.58	4.16e-08
8097	chr18	17544500	17552595	+	0.000	0.000	194.0	128.5	1.51	4.59e-08
6520-4	chr18	18190704	18197222	+	0.000	0.000	200.5	129.0	1.55	4.31e-09
4587	chr18	18508956	18513541	+	0.000	0.000	133.0	84.4	1.58	6.30e-07
6105-2	chr18	18536672	18542775	+	0.000	0.000	144.0	91.8	1.57	2.94e-07
6026-2	chr18	18755682	18761706	+	0.000	0.000	134.5	86.9	1.55	1.72e-06
4658-3	chr18	19156481	19161137	+	0.000	0.000	134.5	88.9	1.51	5.03e-06
8572	chr18	19322934	19331504	+	0.000	0.000	260.5	165.7	1.57	8.15e-12
4093-9	chr18	19662123	19666214	+	0.000	0.000	132.5	83.6	1.58	6.45e-07
7431	chr18	19777092	19784521	+	0.000	0.000	191.0	126.9	1.50	7.08e-08
5260-4	chr18	20368180	20373438	+	0.000	0.000	139.0	89.7	1.55	8.39e-07
5679-3	chr18	20534762	20540439	+	0.000	0.000	137.0	86.4	1.59	3.10e-07
7808	chr19	24648424	24656230	+	0.000	0.000	196.0	130.2	1.51	4.76e-08
6905-2	chr19	24656835	24663738	+	0.000	0.000	209.0	133.0	1.57	7.23e-10
220003	chr19	24904793	25124794	+	0.000	0.000	16752.5	10780.1	1.55	0.00e+00
1082043	chr19	25125508	26207549	+	0.000	0.000	68916.5	44318.9	1.56	0.00e+00
977662	chr19	26208141	27185801	+	0.000	0.000	63180.5	41047.2	1.54	0.00e+00
4448	chr19	27186363	27190809	+	0.000	0.000	306.5	195.1	1.57	1.38e-13
2019-17	chr20	31157088	31159105	+	0.000	0.000	1013.5	620.3	1.63	1.87e-47
2392-6	chr21	8245524	8247914	+	0.000	0.000	705.5	422.0	1.67	2.22e-36
2379-8	chr21	8428558	8430935	+	0.000	0.000	713.0	419.6	1.70	6.66e-39
5138-3	chr21	8793775	8798911	+	0.000	0.000	213.5	138.1	1.55	2.12e-09
2664-8	chr21	10271626	10274288	+	0.000	0.000	165.0	93.9	1.76	2.12e-11
13322	chr21	10962172	10975492	+	0.000	0.000	324.0	214.9	1.51	2.62e-12
4792-6	chr21	12868381	12873171	+	0.000	0.000	168.5	107.3	1.57	3.72e-08
4252-5	chr22	11211033	11215283	+	0.000	0.000	1904.5	519.5	3.67	0.00e+00
8041	chr22	12880442	12888481	+	0.000	0.000	158.5	98.5	1.61	2.11e-08
9147-2	chr22	13056010	13065155	+	0.000	0.000	213.5	128.1	1.67	4.47e-12
3090-10	chr22	13659676	13662764	+	0.000	0.000	145.5	90.7	1.60	9.30e-08
3437-3	chr22	14657116	14660551	+	0.000	0.000	131.5	84.6	1.55	1.77e-06
4936-2	chr22	15023650	15028584	+	0.000	0.000	144.0	94.4	1.52	1.30e-06
21314	chr22	16342324	16363636	+	0.000	0.000	883.5	583.8	1.51	7.49e-31
7833-2	chrX	96867	104698	+	0.000	0.000	144.5	91.7	1.58	2.78e-07
13604-2	chrY	10651574	10665176	+	0.000	0.000	787.5	495.9	1.59	1.39e-33
2987-11	chrY	10670977	10673962	+	0.000	0.000	162.5	93.7	1.73	1.01e-10
8986-2	chrY	10682478	10691462	+	0.000	0.000	428.5	279.9	1.53	1.29e-16
28037	chrY	10746179	10774214	+	0.000	0.000	2169.0	1377.7	1.57	3.23e-86
34915	chrY	10774706	10809619	+	0.000	0.000	2503.5	1568.4	1.60	1.25e-104
6167-9	chrY	10810552	10816717	+	0.000	0.000	398.0	244.1	1.63	1.10e-19
35470	chrY	10817325	10852793	+	0.000	0.000	2070.0	1330.4	1.56	1.50e-78
15334-2	chrY	10855824	10871156	+	0.000	0.000	1024.0	657.5	1.56	4.73e-40
18233	chrY	10872120	10890351	+	0.000	0.000	1252.0	823.5	1.52	6.72e-44
4427-11	chrY	10891975	10896400	+	0.000	0.000	268.0	170.3	1.57	2.98e-12
10287-2	chrY	10898194	10908479	+	0.000	0.000	557.5	342.0	1.63	1.06e-26
7963-4	chrY	10909380	10917341	+	0.000	0.000	542.0	320.7	1.69	1.61e-29
4480-4	chrY	10917973	10922451	+	0.000	0.000	340.0	213.5	1.59	9.68e-16
33152	chrY	10923593	10956743	+	0.000	0.000	2470.5	1593.3	1.55	6.36e-92
3785-11	chrY	10957824	10961607	+	0.000	0.000	326.0	183.2	1.78	1.28e-21
3036-10	chrY	10962599	10965633	+	0.000	0.000	227.0	122.3	1.86	1.83e-17
30080	chrY	10970639	11000717	+	0.000	0.000	2006.0	1323.1	1.52	2.68e-68
9139	chrY	11003203	11012340	+	0.000	0.000	578.0	373.2	1.55	6.21e-23
10147-3	chrY	11013194	11023339	+	0.000	0.000	694.0	457.3	1.52	5.21e-25
3861-12	chrY	11024410	11028269	+	0.000	0.000	248.0	153.6	1.61	1.63e-12
7059	chrY	11029160	11036217	+	0.000	0.000	459.0	304.4	1.51	1.00e-16
25533	chrY	11289834	11315365	+	0.000	0.000	6565.0	4295.4	1.53	2.18e-226
12119	chrY	11322394	11334511	+	0.000	0.000	2073.5	1287.1	1.61	3.93e-90
1455-23	chrY	11721929	11723382	+	0.000	0.000	173.0	97.4	1.78	3.09e-12
2457-12	chrY	11735582	11738037	+	0.000	0.000	244.0	154.2	1.58	1.64e-11
6263-2	chrY	26638066	26644327	+	0.000	0.000	412.5	260.1	1.59	2.53e-18
4063-9	chrY	26651895	26655956	+	0.000	0.000	197.0	130.7	1.51	3.99e-08
7297	chr14_GL000225v1_random	64166	71461	+	0.000	0.000	2356.0	1469.4	1.60	2.13e-100
16414	chr14_GL000225v1_random	72265	88677	+	0.000	0.000	3458.0	2224.4	1.55	2.72e-129
9652	chr14_GL000225v1_random	90343	99993	+	0.000	0.000	2255.0	1445.2	1.56	2.26e-86
2460-6	chr14_GL000225v1_random	100893	103351	+	0.000	0.000	498.5	257.8	1.93	3.04e-40
10266	chr14_GL000225v1_random	104005	114269	+	0.000	0.000	1343.0	839.3	1.60	1.07e-57
30395	chr14_GL000225v1_random	114993	145386	+	0.000	0.000	4334.0	2734.0	1.59	7.89e-175
12227	chr14_KI270725v1_random	116940	129165	+	0.000	0.000	221.5	143.4	1.55	1.12e-09
1558-22	chrUn_GL000214v1	64158	65714	+	0.000	0.000	202.5	134.5	1.51	3.59e-08
1369-30	chrUn_KI270311v1	7	1374	+	0.000	0.000	147.0	94.3	1.56	3.04e-07
1908-18	chrUn_KI270322v1	58	1964	+	0.000	0.000	139.0	83.4	1.67	1.64e-08
2659-10	chrUn_KI270333v1	11	2668	+	0.000	0.000	1720.5	459.4	3.75	0.00e+00
965-35	chrUn_KI270336v1	29	992	+	0.000	0.000	471.0	144.9	3.25	7.53e-102
1051-34	chrUn_KI270337v1	20	1069	+	0.000	0.000	698.0	191.4	3.65	1.39e-174
2493-10	chrUn_KI270411v1	55	2546	+	0.000	0.000	223.0	147.3	1.51	3.97e-09
6835-5	chrUn_KI270438v1	100342	107175	+	0.000	0.000	13728.5	8019.3	1.71	0.00e+00
3879-16	chrUn_KI270438v1	108563	112440	+	0.000	0.000	19457.0	9594.0	2.03	0.00e+00
1208-24	chrUn_KI270466v1	21	1227	+	0.000	0.000	3053.0	874.4	3.49	0.00e+00
3192-12	chrUn_KI270467v1	691	3881	+	0.000	0.000	8978.5	2484.0	3.61	0.00e+00
8620-2	chrUn_KI270579v1	12203	20821	+	0.000	0.000	190.5	122.0	1.56	7.68e-09
1678-20	chrUn_KI270751v1	38374	40050	+	0.000	0.000	208.5	127.6	1.63	4.16e-11
