# HOMER Differential Peaks
# Original Peak File = Turcan_CTCF_annotated_peaks_ip_32.txt
# Peak File Tag Directory = RC_IP
# Background Tag Directory = WC_IP
#
# Mode = Peaks enriched over background
# Differential peaks = 519
# Fraction of original peaks = 2.91%
# Original number of peaks = 17843
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 1.50
# Poisson p-value cutoff = 1.00e-03
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 50
# background directory tagAdjust = 44
#
# cmd = getDifferentialPeaks Turcan_CTCF_annotated_peaks_ip_32.txt RC_IP WC_IP -F 1.5 -P 0.001
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
1584-2	chr1	180881463	180883045	+	0.000	0.000	63.6	25.0	2.54	1.34e-10
1959	chr1	181037506	181039463	+	0.000	0.000	90.7	50.0	1.81	2.29e-07
2064	chr1	181188969	181191031	+	0.000	0.000	68.3	25.0	2.73	1.00e-12
3491	chr1	181422886	181426375	+	0.000	0.000	123.2	52.0	2.37	4.32e-17
1650-3	chr1	181478450	181480098	+	0.000	0.000	98.8	45.0	2.20	5.72e-12
1318	chr1	181676054	181677370	+	0.000	0.000	80.3	52.0	1.55	1.88e-04
711-4	chr1	181919499	181920208	+	0.000	0.000	44.7	23.0	1.94	6.37e-05
1639	chr1	182068168	182069805	+	0.000	0.000	36.4	18.0	2.02	1.21e-04
1183-2	chr1	182080451	182081632	+	0.000	0.000	66.1	31.0	2.13	3.13e-08
2332	chr1	182083250	182085580	+	0.000	0.000	96.9	50.5	1.92	7.98e-09
1172	chr1	182142723	182143893	+	0.000	0.000	98.6	37.0	2.67	6.95e-17
1557-2	chr1	182395901	182397456	+	0.000	0.000	93.8	34.5	2.72	1.47e-16
1086	chr1	182445705	182446789	+	0.000	0.000	144.3	43.0	3.35	8.97e-34
2215	chr1	182594384	182596597	+	0.000	0.000	91.5	24.0	3.81	1.50e-25
1836	chr1	182600644	182602478	+	0.000	0.000	96.8	31.0	3.12	7.54e-21
4026	chr1	182781834	182785858	+	0.000	0.000	207.1	67.0	3.09	1.01e-42
2027-2	chr1	182961297	182963322	+	0.000	0.000	130.3	51.0	2.55	1.73e-20
1116-3	chr1	183543217	183544331	+	0.000	0.000	66.2	38.0	1.74	2.40e-05
1547	chr1	183633169	183634714	+	0.000	0.000	33.4	17.0	1.97	3.75e-04
1779	chr1	183654770	183656547	+	0.000	0.000	88.8	49.5	1.79	5.07e-07
1109-2	chr1	183915486	183916593	+	0.000	0.000	61.3	32.0	1.92	3.31e-06
1692-2	chr1	184662931	184664621	+	0.000	0.000	49.1	21.0	2.34	1.31e-07
1459	chr1	184691206	184692663	+	0.000	0.000	56.8	20.0	2.84	3.20e-11
1140-4	chr1	185669975	185671113	+	0.000	0.000	56.7	26.0	2.18	2.26e-07
1846	chr1	185812422	185814266	+	0.000	0.000	114.9	53.0	2.17	2.57e-13
1725	chr1	186212085	186213808	+	0.000	0.000	80.2	49.0	1.64	2.97e-05
1988	chr1	186403276	186405262	+	0.000	0.000	56.2	26.0	2.16	2.26e-07
1575-3	chr1	186482139	186483712	+	0.000	0.000	97.6	60.0	1.63	6.94e-06
1287-3	chr1	186682344	186683629	+	0.000	0.000	35.4	19.5	1.81	9.85e-04
1428-2	chr1	186722393	186723819	+	0.000	0.000	56.6	25.0	2.26	6.64e-08
1064	chr1	190320590	190321652	+	0.000	0.000	52.0	23.5	2.21	2.71e-07
1561-3	chr1	190436206	190437765	+	0.000	0.000	69.9	25.0	2.79	3.61e-13
1873-2	chr1	190956567	190958438	+	0.000	0.000	44.1	18.0	2.45	1.61e-07
963	chr1	191831177	191832138	+	0.000	0.000	29.2	14.5	2.01	5.15e-04
1473	chr1	192445338	192446809	+	0.000	0.000	65.5	30.0	2.18	2.12e-08
1379-2	chr1	192473537	192474914	+	0.000	0.000	57.1	23.0	2.48	1.73e-09
1418-2	chr1	192477170	192478586	+	0.000	0.000	80.7	41.0	1.97	4.60e-08
1427	chr1	192580004	192581429	+	0.000	0.000	65.5	42.5	1.54	7.98e-04
1901-3	chr1	192804704	192806603	+	0.000	0.000	74.5	45.0	1.66	4.59e-05
2616	chr1	193181889	193184503	+	0.000	0.000	101.3	45.0	2.25	5.09e-13
1856	chr1	195716897	195718751	+	0.000	0.000	60.1	38.5	1.56	8.00e-04
1136	chr1	195939395	195940529	+	0.000	0.000	30.8	14.0	2.20	1.36e-04
1812	chr1	196147552	196149362	+	0.000	0.000	86.5	40.5	2.14	3.44e-10
1809-2	chr1	196308720	196310527	+	0.000	0.000	78.6	36.0	2.18	9.19e-10
1962	chr1	196317199	196319159	+	0.000	0.000	64.2	40.5	1.59	3.92e-04
2572	chr1	197178659	197181229	+	0.000	0.000	111.3	73.0	1.52	2.12e-05
1358-2	chr1	197327341	197328697	+	0.000	0.000	47.3	18.0	2.63	9.31e-09
3396	chr1	197518968	197522362	+	0.000	0.000	82.7	49.0	1.69	1.04e-05
3274	chr1	197525195	197528467	+	0.000	0.000	117.0	63.0	1.86	7.77e-10
1115-2	chr1	197692671	197693784	+	0.000	0.000	59.0	23.0	2.57	2.62e-10
2460	chr1	197867926	197870384	+	0.000	0.000	75.5	40.0	1.89	5.08e-07
2341	chr1	197923718	197926057	+	0.000	0.000	90.8	45.5	2.00	3.85e-09
1427-2	chr1	198358617	198360042	+	0.000	0.000	54.0	32.5	1.66	5.88e-04
1498	chr1	198464944	198466440	+	0.000	0.000	63.5	32.5	1.95	1.37e-06
1674-2	chr1	198685428	198687100	+	0.000	0.000	63.5	30.0	2.12	1.01e-07
3498	chr1	199550091	199553587	+	0.000	0.000	65.4	28.0	2.34	1.68e-09
1259	chr1	200509797	200511054	+	0.000	0.000	97.9	65.0	1.51	1.25e-04
1706	chr1	200621595	200623299	+	0.000	0.000	57.2	34.0	1.68	1.95e-04
1424	chr1	207653982	207655404	+	0.000	0.000	56.3	28.0	2.01	2.07e-06
1099-2	chr1	209850086	209851183	+	0.000	0.000	62.1	23.0	2.70	1.37e-11
1389-4	chr1	219066751	219068138	+	0.000	0.000	42.5	23.5	1.81	3.65e-04
1807	chr1	219415923	219417728	+	0.000	0.000	55.0	28.5	1.93	6.87e-06
1950-3	chr1	232627322	232629270	+	0.000	0.000	40.9	18.5	2.21	9.89e-06
1740	chr1	237124113	237125851	+	0.000	0.000	53.5	24.0	2.23	2.23e-07
2231	chr1	237385290	237387519	+	0.000	0.000	77.7	46.0	1.69	1.86e-05
1506	chr1	237677339	237678843	+	0.000	0.000	48.1	18.5	2.60	7.92e-09
1451-2	chr1	237799309	237800758	+	0.000	0.000	64.1	19.5	3.29	1.39e-15
1049-5	chr1	237938304	237939351	+	0.000	0.000	33.4	12.5	2.67	1.06e-06
1523-7	chr2	13045767	13047288	+	0.000	0.000	47.5	24.0	1.98	2.12e-05
959-10	chr2	25664376	25665333	+	0.000	0.000	29.1	12.0	2.42	2.26e-05
863-7	chr2	26468898	26469759	+	0.000	0.000	35.6	15.0	2.37	7.30e-06
1698-2	chr2	34011928	34013624	+	0.000	0.000	45.6	23.0	1.98	3.19e-05
1407-5	chr2	35167855	35169260	+	0.000	0.000	56.3	28.0	2.01	2.07e-06
1397-7	chr2	35198777	35200172	+	0.000	0.000	35.5	15.0	2.36	7.30e-06
1432-7	chr2	40487586	40489016	+	0.000	0.000	31.7	12.0	2.64	3.37e-06
1142-17	chr2	49255017	49256157	+	0.000	0.000	32.4	15.0	2.16	9.03e-05
2051-6	chr2	52415426	52417475	+	0.000	0.000	48.0	23.5	2.04	6.14e-06
936-12	chr2	61135188	61136122	+	0.000	0.000	34.0	17.0	2.00	3.75e-04
796-10	chr2	68109863	68110657	+	0.000	0.000	26.1	13.0	2.00	9.66e-04
912-7	chr2	78236985	78237895	+	0.000	0.000	32.2	14.0	2.30	2.57e-05
1688-3	chr2	78979189	78980875	+	0.000	0.000	84.3	51.0	1.65	1.43e-05
1745-4	chr2	79887306	79889049	+	0.000	0.000	72.4	45.0	1.61	1.27e-04
3047-2	chr2	79934827	79937872	+	0.000	0.000	98.4	64.0	1.54	4.73e-05
1651-6	chr2	80072483	80074132	+	0.000	0.000	51.3	26.5	1.93	1.54e-05
2053-2	chr2	80237656	80239707	+	0.000	0.000	83.3	48.0	1.73	2.89e-06
1706-7	chr2	81265296	81267000	+	0.000	0.000	51.1	30.0	1.70	2.98e-04
1262-6	chr2	81900337	81901597	+	0.000	0.000	45.1	24.0	1.88	8.30e-05
1647-8	chr2	83827274	83828919	+	0.000	0.000	36.5	16.0	2.28	1.17e-05
1381-10	chr2	106596387	106597766	+	0.000	0.000	28.3	13.5	2.10	3.67e-04
1369-7	chr2	107668871	107670238	+	0.000	0.000	44.6	13.5	3.30	3.98e-11
1183-10	chr2	107932624	107933805	+	0.000	0.000	41.4	14.5	2.86	9.45e-09
1104-5	chr2	113977434	113978536	+	0.000	0.000	25.8	11.5	2.25	3.78e-04
2428	chr2	117784994	117787420	+	0.000	0.000	64.3	42.0	1.53	9.49e-04
1016-9	chr2	122203023	122204037	+	0.000	0.000	41.7	21.0	1.99	7.22e-05
1607-7	chr2	137466797	137468402	+	0.000	0.000	55.7	24.0	2.32	4.21e-08
1955-2	chr2	147989060	147991013	+	0.000	0.000	64.3	41.5	1.55	7.13e-04
1557-9	chr2	157055141	157056696	+	0.000	0.000	90.8	58.0	1.57	5.96e-05
1376-8	chr2	157183407	157184781	+	0.000	0.000	30.9	15.5	2.00	6.99e-04
1322-9	chr2	161946189	161947509	+	0.000	0.000	56.4	27.5	2.05	1.22e-06
1674-5	chr2	162297412	162299084	+	0.000	0.000	66.7	41.5	1.61	2.74e-04
1807-4	chr2	165873848	165875653	+	0.000	0.000	57.9	32.5	1.78	6.33e-05
763-16	chr2	166106530	166107291	+	0.000	0.000	36.7	12.0	3.05	1.72e-08
1313-7	chr2	181903700	181905011	+	0.000	0.000	49.7	19.0	2.62	6.73e-09
1136-8	chr2	190510930	190512064	+	0.000	0.000	38.2	18.0	2.12	2.67e-05
1241-7	chr2	190803716	190804955	+	0.000	0.000	52.6	32.0	1.64	7.08e-04
3024	chr2	191868620	191871642	+	0.000	0.000	104.2	64.0	1.63	2.72e-06
1597-9	chr2	199972992	199974587	+	0.000	0.000	49.4	23.5	2.10	2.90e-06
2073-2	chr2	200702218	200704289	+	0.000	0.000	78.0	49.0	1.59	1.31e-04
1055-13	chr2	209321696	209322749	+	0.000	0.000	57.6	25.0	2.31	2.87e-08
1627-7	chr2	213805500	213807125	+	0.000	0.000	73.0	41.0	1.78	7.53e-06
999-4	chr2	213934139	213935136	+	0.000	0.000	40.8	18.0	2.26	5.34e-06
2018-5	chr2	217142257	217144273	+	0.000	0.000	37.4	19.0	1.97	1.64e-04
1128-11	chr2	219836323	219837449	+	0.000	0.000	69.0	45.0	1.53	8.34e-04
1318-10	chr2	234881317	234882633	+	0.000	0.000	44.1	19.0	2.32	6.65e-07
1134-8	chr3	1086574	1087706	+	0.000	0.000	43.6	20.0	2.18	5.43e-06
1414-13	chr3	3997650	3999062	+	0.000	0.000	81.1	14.0	5.79	1.19e-34
1080-11	chr3	8110932	8112010	+	0.000	0.000	45.4	16.0	2.84	2.20e-09
1316-10	chr3	20225475	20226789	+	0.000	0.000	43.9	13.5	3.25	1.31e-10
1898-2	chr3	25842844	25844740	+	0.000	0.000	82.6	45.0	1.84	4.74e-07
1031-14	chr3	27278903	27279932	+	0.000	0.000	28.5	14.0	2.04	6.35e-04
1473-15	chr3	43223285	43224756	+	0.000	0.000	37.2	18.0	2.07	5.75e-05
1376-11	chr3	43543790	43545164	+	0.000	0.000	56.3	35.5	1.59	8.91e-04
1080-13	chr3	57433734	57434812	+	0.000	0.000	33.4	14.5	2.30	2.11e-05
2000-6	chr3	59857242	59859240	+	0.000	0.000	83.2	49.0	1.70	6.04e-06
1893	chr3	66195547	66197438	+	0.000	0.000	96.0	54.5	1.76	2.40e-07
1570-10	chr3	69670333	69671901	+	0.000	0.000	62.6	37.5	1.67	1.53e-04
1595-9	chr3	70089922	70091515	+	0.000	0.000	50.7	28.5	1.78	1.68e-04
1327-13	chr3	71304084	71305409	+	0.000	0.000	49.2	22.0	2.24	4.87e-07
1503-11	chr3	73455451	73456952	+	0.000	0.000	37.4	13.0	2.88	4.08e-08
3405	chr3	77318713	77322116	+	0.000	0.000	92.0	29.0	3.17	1.03e-20
2507	chr3	79845182	79847687	+	0.000	0.000	48.7	23.0	2.12	3.54e-06
1628-8	chr3	81871416	81873042	+	0.000	0.000	30.0	13.0	2.30	8.94e-05
930-16	chr3	84077208	84078136	+	0.000	0.000	35.7	15.0	2.38	7.30e-06
1135-4	chr3	84772621	84773754	+	0.000	0.000	51.7	29.0	1.78	1.38e-04
1927-7	chr3	86784355	86786280	+	0.000	0.000	72.0	47.0	1.53	4.21e-04
1196-14	chr3	100890829	100892023	+	0.000	0.000	59.8	33.0	1.81	2.86e-05
1293-16	chr3	116453632	116454923	+	0.000	0.000	81.6	52.0	1.57	1.18e-04
1715-7	chr3	122305246	122306959	+	0.000	0.000	74.6	47.0	1.59	1.65e-04
1323-10	chr3	139937256	139938577	+	0.000	0.000	43.5	22.5	1.93	7.81e-05
1281-15	chr3	141576079	141577358	+	0.000	0.000	42.8	23.5	1.82	3.65e-04
2131-3	chr3	146588910	146591039	+	0.000	0.000	80.6	49.0	1.64	2.97e-05
1186-17	chr3	150303558	150304742	+	0.000	0.000	39.4	14.0	2.81	3.12e-08
1935-4	chr3	154094846	154096779	+	0.000	0.000	69.2	46.0	1.50	9.24e-04
1562-5	chr3	160342563	160344123	+	0.000	0.000	57.3	36.0	1.59	7.44e-04
1362-21	chr3	169294622	169295982	+	0.000	0.000	60.2	33.5	1.80	2.35e-05
2607	chr3	169562763	169565368	+	0.000	0.000	38.5	17.5	2.20	1.48e-05
1208-14	chr3	169743989	169745195	+	0.000	0.000	43.9	23.0	1.91	1.25e-04
1755-3	chr3	170960968	170962721	+	0.000	0.000	105.0	61.0	1.72	3.47e-07
1286-15	chr3	178965962	178967246	+	0.000	0.000	31.1	14.0	2.22	5.99e-05
929-15	chr3	191136034	191136961	+	0.000	0.000	38.3	21.0	1.82	5.36e-04
1918-7	chr3	197256305	197258221	+	0.000	0.000	89.4	51.5	1.74	1.34e-06
1341-14	chr3	197802008	197803347	+	0.000	0.000	60.3	27.0	2.23	3.06e-08
2590-2	chr4	10013294	10015882	+	0.000	0.000	71.5	30.0	2.38	1.41e-10
1557-13	chr4	10063400	10064955	+	0.000	0.000	35.7	18.0	1.98	2.48e-04
1395-16	chr4	10164374	10165767	+	0.000	0.000	47.8	25.0	1.91	5.54e-05
2174-4	chr4	10553763	10555935	+	0.000	0.000	86.6	48.0	1.80	4.99e-07
1998	chr4	10581202	10583198	+	0.000	0.000	72.1	36.0	2.00	8.36e-08
2546-2	chr4	11764769	11767313	+	0.000	0.000	98.2	52.5	1.87	1.33e-08
1999-7	chr4	15161599	15163596	+	0.000	0.000	34.7	13.0	2.67	9.03e-07
1570-12	chr4	21468905	21470473	+	0.000	0.000	40.3	18.0	2.24	5.34e-06
837-10	chr4	25045341	25046176	+	0.000	0.000	47.0	28.5	1.65	9.18e-04
1710-9	chr4	26410160	26411868	+	0.000	0.000	69.1	44.0	1.57	2.96e-04
1909-2	chr4	27047311	27049218	+	0.000	0.000	71.5	46.0	1.55	3.76e-04
1211-15	chr4	29726540	29727749	+	0.000	0.000	41.0	14.0	2.93	1.08e-08
1309-9	chr4	31691775	31693082	+	0.000	0.000	47.0	28.0	1.68	6.44e-04
1053-16	chr4	39590956	39592007	+	0.000	0.000	33.0	16.0	2.06	2.76e-04
1415-7	chr4	49031981	49033394	+	0.000	0.000	63.7	39.5	1.61	3.44e-04
1346-8	chr4	52102759	52104103	+	0.000	0.000	59.3	36.5	1.62	3.75e-04
1144-12	chr4	64271131	64272273	+	0.000	0.000	34.7	12.0	2.89	1.55e-07
1268-11	chr4	66169076	66170342	+	0.000	0.000	42.8	17.0	2.52	2.31e-07
1400-17	chr4	71270407	71271805	+	0.000	0.000	57.1	28.0	2.04	1.00e-06
1477-15	chr4	89485340	89486815	+	0.000	0.000	73.7	44.5	1.66	5.52e-05
1821-4	chr4	90356263	90358082	+	0.000	0.000	78.9	50.0	1.58	1.49e-04
935-10	chr4	92171880	92172813	+	0.000	0.000	47.3	28.0	1.69	6.44e-04
1339-12	chr4	93709441	93710778	+	0.000	0.000	56.1	22.0	2.55	9.51e-10
1803-8	chr4	93764145	93765946	+	0.000	0.000	95.9	58.0	1.65	5.20e-06
1957-8	chr4	94390211	94392166	+	0.000	0.000	54.9	24.0	2.29	9.77e-08
2453	chr4	97720086	97722537	+	0.000	0.000	81.0	52.5	1.54	2.49e-04
1568-13	chr4	99376517	99378083	+	0.000	0.000	42.6	24.0	1.78	5.49e-04
1443-16	chr4	106200952	106202393	+	0.000	0.000	62.1	38.0	1.63	2.15e-04
984-20	chr4	111778200	111779182	+	0.000	0.000	29.7	15.0	1.98	8.61e-04
1225-13	chr4	121049933	121051156	+	0.000	0.000	31.4	15.0	2.09	1.97e-04
1436-11	chr4	128220070	128221504	+	0.000	0.000	75.8	43.5	1.74	9.12e-06
1323-11	chr4	129343426	129344747	+	0.000	0.000	50.1	28.5	1.76	1.68e-04
1618-10	chr4	132332268	132333884	+	0.000	0.000	65.3	28.0	2.33	1.68e-09
1143-16	chr4	139228993	139230134	+	0.000	0.000	58.1	30.5	1.90	6.04e-06
1341-15	chr4	152453873	152455212	+	0.000	0.000	53.6	30.0	1.79	9.31e-05
771-25	chr4	153649391	153650160	+	0.000	0.000	24.0	11.0	2.18	4.64e-04
1748-11	chr4	157204184	157205930	+	0.000	0.000	54.4	21.5	2.53	2.91e-09
1309-11	chr4	161252245	161253552	+	0.000	0.000	71.5	41.0	1.74	1.34e-05
1209-14	chr4	177375606	177376813	+	0.000	0.000	31.6	14.0	2.26	5.99e-05
1736-8	chr4	188780594	188782328	+	0.000	0.000	29.7	14.0	2.12	2.98e-04
840-23	chr4	189123974	189124812	+	0.000	0.000	45.2	16.0	2.83	2.20e-09
2880-3	chr5	7390765	7393643	+	0.000	0.000	48.3	12.0	4.03	4.13e-15
1058-20	chr5	13659728	13660784	+	0.000	0.000	30.9	12.0	2.58	8.87e-06
1300-9	chr5	16488955	16490253	+	0.000	0.000	66.7	43.0	1.55	6.72e-04
3027	chr5	31185212	31188237	+	0.000	0.000	80.3	34.0	2.36	1.35e-11
1332-11	chr5	35962912	35964242	+	0.000	0.000	40.3	19.0	2.12	1.78e-05
1875-2	chr5	42655897	42657770	+	0.000	0.000	46.6	23.5	1.98	2.60e-05
1565-8	chr5	44951917	44953480	+	0.000	0.000	72.1	43.5	1.66	4.73e-05
2747-2	chr5	60958556	60961301	+	0.000	0.000	89.4	58.0	1.54	9.41e-05
1814-15	chr5	63962626	63964438	+	0.000	0.000	52.9	30.5	1.73	2.46e-04
1672-8	chr5	68884343	68886013	+	0.000	0.000	44.7	16.5	2.71	1.49e-08
1053-17	chr5	76583025	76584076	+	0.000	0.000	34.7	18.0	1.93	4.94e-04
1742-8	chr5	77866783	77868523	+	0.000	0.000	57.1	29.0	1.97	2.81e-06
1423-10	chr5	80686068	80687489	+	0.000	0.000	55.6	34.5	1.61	7.81e-04
1696-6	chr5	86967727	86969421	+	0.000	0.000	66.8	26.0	2.57	3.73e-11
1362-23	chr5	96996723	96998083	+	0.000	0.000	53.4	30.0	1.78	9.31e-05
1707-7	chr5	109438140	109439845	+	0.000	0.000	49.4	28.5	1.73	3.02e-04
1091-17	chr5	111477838	111478927	+	0.000	0.000	31.3	13.5	2.31	3.12e-05
1187-14	chr5	114305366	114306551	+	0.000	0.000	58.5	33.0	1.77	5.21e-05
1095-15	chr5	114358124	114359217	+	0.000	0.000	34.2	18.0	1.90	4.94e-04
1402-14	chr5	115887588	115888988	+	0.000	0.000	44.0	24.0	1.83	1.59e-04
2623-3	chr5	120801923	120804544	+	0.000	0.000	62.2	40.0	1.55	7.56e-04
1229-14	chr5	121870097	121871324	+	0.000	0.000	36.3	19.0	1.91	3.27e-04
1055-16	chr5	126234236	126235289	+	0.000	0.000	43.0	18.5	2.33	8.04e-07
772-19	chr5	134905359	134906129	+	0.000	0.000	42.0	19.0	2.21	8.09e-06
2262	chr5	140071922	140074182	+	0.000	0.000	80.7	50.5	1.60	7.73e-05
2112-3	chr5	140793935	140796045	+	0.000	0.000	30.2	15.0	2.01	4.18e-04
1091-18	chr5	160649041	160650130	+	0.000	0.000	28.1	13.5	2.08	3.67e-04
1055-17	chr6	786800	787853	+	0.000	0.000	34.7	11.0	3.16	2.10e-08
1570-16	chr6	52406885	52408453	+	0.000	0.000	49.5	24.5	2.02	8.51e-06
1402-15	chr6	56708482	56709882	+	0.000	0.000	66.0	41.5	1.59	4.45e-04
2147-3	chr6	63351591	63353736	+	0.000	0.000	51.0	23.0	2.22	3.29e-07
1328-17	chr6	71190326	71191652	+	0.000	0.000	26.1	13.0	2.00	9.66e-04
1366-15	chr6	85756457	85757821	+	0.000	0.000	45.3	23.0	1.97	3.19e-05
1898-5	chr6	95280016	95281912	+	0.000	0.000	53.6	29.0	1.85	4.04e-05
2159-5	chr6	104681865	104684022	+	0.000	0.000	83.4	40.0	2.08	1.91e-09
1061-16	chr6	119110435	119111494	+	0.000	0.000	55.6	34.5	1.61	7.81e-04
1113-15	chr6	121222320	121223431	+	0.000	0.000	50.9	29.5	1.73	3.61e-04
1477-19	chr6	122475732	122477207	+	0.000	0.000	75.0	42.5	1.77	4.21e-06
1087-15	chr6	127121198	127122283	+	0.000	0.000	42.1	18.0	2.34	9.71e-07
926-18	chr6	129469132	129470056	+	0.000	0.000	33.7	14.0	2.41	1.07e-05
1160-21	chr6	132829885	132831043	+	0.000	0.000	57.2	36.0	1.59	7.44e-04
1350-11	chr6	142387963	142389311	+	0.000	0.000	35.8	16.0	2.24	2.69e-05
1184-15	chr6	148973397	148974579	+	0.000	0.000	34.0	11.0	3.09	6.56e-08
1814-16	chr6	163427162	163428974	+	0.000	0.000	63.9	35.0	1.83	1.30e-05
1539-6	chr6	163956070	163957607	+	0.000	0.000	63.5	35.0	1.81	1.30e-05
1688-5	chr6	165728666	165730352	+	0.000	0.000	74.1	27.0	2.74	7.37e-14
2036-3	chr6	165849923	165851957	+	0.000	0.000	98.9	54.5	1.82	7.32e-08
1565-11	chr6	165884518	165886081	+	0.000	0.000	65.9	29.0	2.27	6.20e-09
1288-18	chr6	167141772	167143058	+	0.000	0.000	43.5	20.0	2.17	5.43e-06
1224-22	chr7	2430994	2432216	+	0.000	0.000	41.0	11.0	3.73	1.26e-11
1307-10	chr7	3897077	3898382	+	0.000	0.000	76.9	33.0	2.33	1.10e-10
1840-11	chr7	7760908	7762746	+	0.000	0.000	36.0	17.5	2.06	7.06e-05
1707-9	chr7	13276096	13277801	+	0.000	0.000	54.8	28.5	1.92	1.35e-05
2446	chr7	16917272	16919716	+	0.000	0.000	77.0	49.0	1.57	2.11e-04
1555-12	chr7	21255557	21257110	+	0.000	0.000	49.4	28.0	1.76	2.05e-04
1115-15	chr7	37207928	37209041	+	0.000	0.000	27.1	11.0	2.47	3.27e-05
1532-14	chr7	38747516	38749046	+	0.000	0.000	57.1	29.0	1.97	2.81e-06
1272-22	chr7	40232065	40233335	+	0.000	0.000	49.6	29.5	1.68	6.28e-04
974-19	chr7	49790799	49791771	+	0.000	0.000	40.7	20.0	2.03	5.32e-05
1212-12	chr7	71735403	71736613	+	0.000	0.000	33.1	17.5	1.89	6.07e-04
984-21	chr7	78134017	78134999	+	0.000	0.000	53.4	30.5	1.75	1.38e-04
1523-17	chr7	79176486	79178007	+	0.000	0.000	86.2	38.5	2.24	3.13e-11
1837-7	chr7	79271339	79273174	+	0.000	0.000	78.8	34.0	2.32	7.53e-11
1709-12	chr7	79297501	79299208	+	0.000	0.000	75.0	37.0	2.03	2.73e-08
1633-16	chr7	82728863	82730494	+	0.000	0.000	71.8	40.5	1.77	9.14e-06
1721-11	chr7	84453932	84455651	+	0.000	0.000	58.9	23.5	2.51	1.45e-09
1295-17	chr7	84614437	84615730	+	0.000	0.000	57.5	34.0	1.69	1.95e-04
1348-12	chr7	103446520	103447866	+	0.000	0.000	42.7	21.0	2.03	3.54e-05
1395-17	chr7	104156325	104157718	+	0.000	0.000	65.1	38.0	1.71	4.25e-05
1190-13	chr7	108592285	108593473	+	0.000	0.000	40.7	22.5	1.81	5.45e-04
1437-13	chr7	112410758	112412193	+	0.000	0.000	43.0	18.0	2.39	4.00e-07
1911-5	chr7	115355475	115357384	+	0.000	0.000	65.0	35.0	1.86	6.99e-06
1334-15	chr7	116802575	116803907	+	0.000	0.000	30.7	14.0	2.19	1.36e-04
1726-8	chr7	120940250	120941974	+	0.000	0.000	56.4	16.0	3.53	5.92e-15
1254-16	chr7	121126234	121127486	+	0.000	0.000	59.7	36.0	1.66	2.69e-04
2316-4	chr7	123634417	123636731	+	0.000	0.000	109.4	51.0	2.15	1.21e-12
1264-15	chr7	123770626	123771888	+	0.000	0.000	57.4	31.0	1.85	1.82e-05
1589-16	chr7	123871703	123873290	+	0.000	0.000	60.1	36.5	1.65	2.23e-04
1134-14	chr7	130083706	130084838	+	0.000	0.000	54.4	26.5	2.05	1.83e-06
1779-12	chr7	137168616	137170393	+	0.000	0.000	74.6	48.5	1.54	3.96e-04
