# HOMER Differential Peaks
# Original Peak File = Turcan_CTCF_annotated_peaks_ip_32.txt
# Peak File Tag Directory = WC_IP
# Background Tag Directory = WG_IP
#
# Mode = Peaks enriched over background
# Differential peaks = 3957
# Fraction of original peaks = 22.18%
# Original number of peaks = 17843
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 1.50
# Poisson p-value cutoff = 1.00e-03
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 44
# background directory tagAdjust = 60
#
# cmd = getDifferentialPeaks Turcan_CTCF_annotated_peaks_ip_32.txt WC_IP WG_IP -F 1.5 -P 0.001
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
1262	chr1	32711730	32712990	+	0.000	0.000	73.0	41.7	1.75	7.04e-06
1451	chr1	32872243	32873692	+	0.000	0.000	55.0	34.3	1.60	6.93e-04
2134	chr1	33631646	33633778	+	0.000	0.000	82.0	53.3	1.54	1.57e-04
825	chr1	33735393	33736216	+	0.000	0.000	26.0	12.4	2.10	4.78e-04
1301-2	chr1	34597454	34598753	+	0.000	0.000	75.0	43.6	1.72	9.93e-06
1716	chr1	34681012	34682726	+	0.000	0.000	68.0	41.8	1.63	1.18e-04
2381	chr1	34742363	34744742	+	0.000	0.000	95.5	51.0	1.87	2.31e-08
1923	chr1	34785908	34787829	+	0.000	0.000	112.5	55.3	2.03	1.50e-11
884-2	chr1	34866098	34866980	+	0.000	0.000	57.0	36.3	1.57	8.77e-04
979-3	chr1	35564321	35565298	+	0.000	0.000	79.0	42.5	1.86	3.59e-07
1163-2	chr1	36187710	36188871	+	0.000	0.000	83.0	55.1	1.51	2.67e-04
1209-2	chr1	36368524	36369731	+	0.000	0.000	70.0	40.4	1.73	1.46e-05
1400-3	chr1	36515749	36517147	+	0.000	0.000	58.5	33.8	1.73	9.34e-05
1368	chr1	36608693	36610059	+	0.000	0.000	85.0	53.4	1.59	4.01e-05
1035	chr1	36703338	36704371	+	0.000	0.000	49.5	25.1	1.97	1.58e-05
980	chr1	37561371	37562349	+	0.000	0.000	34.5	13.7	2.52	2.63e-06
1825	chr1	37602538	37604361	+	0.000	0.000	59.5	33.4	1.78	3.90e-05
1096-2	chr1	38071571	38072665	+	0.000	0.000	60.0	32.3	1.86	8.15e-06
1252-2	chr1	39576622	39577872	+	0.000	0.000	47.5	27.0	1.76	2.96e-04
1108	chr1	40152672	40153778	+	0.000	0.000	78.0	48.4	1.61	5.39e-05
1692	chr1	40773366	40775056	+	0.000	0.000	116.0	53.9	2.15	1.62e-13
1504	chr1	40948370	40949872	+	0.000	0.000	62.0	36.8	1.68	9.54e-05
2437	chr1	40950997	40953432	+	0.000	0.000	85.5	55.8	1.53	1.66e-04
1444	chr1	41267555	41268997	+	0.000	0.000	94.0	62.1	1.51	9.89e-05
1144	chr1	41432284	41433426	+	0.000	0.000	53.5	32.6	1.64	6.45e-04
1762	chr1	42510640	42512400	+	0.000	0.000	71.5	42.3	1.69	3.52e-05
2217	chr1	42576813	42579028	+	0.000	0.000	104.0	63.9	1.63	2.52e-06
1062-2	chr1	42777529	42778589	+	0.000	0.000	71.5	31.7	2.25	1.36e-09
1888	chr1	42912577	42914463	+	0.000	0.000	115.5	45.2	2.56	2.84e-18
2282	chr1	44004179	44006459	+	0.000	0.000	94.0	58.9	1.60	1.49e-05
1315	chr1	44594570	44595883	+	0.000	0.000	88.0	53.2	1.65	7.78e-06
2105	chr1	44652132	44654235	+	0.000	0.000	98.0	60.1	1.63	4.39e-06
916	chr1	44728935	44729849	+	0.000	0.000	77.5	36.7	2.11	4.64e-09
1304	chr1	45018069	45019371	+	0.000	0.000	79.5	49.9	1.59	8.88e-05
1093-2	chr1	45512378	45513469	+	0.000	0.000	65.0	41.2	1.58	3.70e-04
2381-2	chr1	46035942	46038321	+	0.000	0.000	123.0	72.7	1.69	4.94e-08
1675	chr1	46178944	46180617	+	0.000	0.000	97.0	58.9	1.65	3.29e-06
1455	chr1	46222953	46224406	+	0.000	0.000	103.5	63.0	1.64	2.28e-06
1243-2	chr1	46441991	46443232	+	0.000	0.000	131.5	77.2	1.70	1.56e-08
2169	chr1	46445568	46447735	+	0.000	0.000	74.0	47.8	1.55	2.65e-04
1765	chr1	46476729	46478492	+	0.000	0.000	62.5	36.3	1.72	6.35e-05
1436-2	chr1	46527556	46528990	+	0.000	0.000	105.0	59.2	1.77	5.14e-08
1431	chr1	46724721	46726150	+	0.000	0.000	80.5	46.8	1.72	6.27e-06
1289	chr1	47388187	47389474	+	0.000	0.000	78.0	37.2	2.10	3.66e-09
2226	chr1	47737584	47739808	+	0.000	0.000	92.0	50.8	1.81	1.29e-07
1039	chr1	47755107	47756144	+	0.000	0.000	53.5	28.5	1.87	2.72e-05
2141-2	chr1	48497267	48499406	+	0.000	0.000	106.5	70.6	1.51	5.05e-05
2041	chr1	50347905	50349944	+	0.000	0.000	71.0	42.1	1.69	3.09e-05
2651	chr1	51191198	51193847	+	0.000	0.000	113.5	73.2	1.55	9.60e-06
1809	chr1	52001581	52003388	+	0.000	0.000	82.0	54.4	1.51	2.91e-04
2500	chr1	52125895	52128393	+	0.000	0.000	95.5	58.8	1.62	8.58e-06
1333	chr1	52295619	52296950	+	0.000	0.000	106.0	62.1	1.71	2.60e-07
1379	chr1	52700389	52701766	+	0.000	0.000	51.5	29.7	1.74	2.32e-04
1406	chr1	53392750	53394154	+	0.000	0.000	64.0	41.4	1.55	6.65e-04
1432	chr1	53877962	53879392	+	0.000	0.000	69.5	44.3	1.57	3.46e-04
1216	chr1	54069702	54070916	+	0.000	0.000	98.5	45.7	2.16	1.24e-11
1682	chr1	54080979	54082659	+	0.000	0.000	101.0	66.6	1.52	5.19e-05
1355-2	chr1	54671627	54672980	+	0.000	0.000	75.5	43.5	1.73	9.26e-06
2457	chr1	56820537	56822992	+	0.000	0.000	114.5	71.8	1.59	2.65e-06
1363	chr1	58652048	58653409	+	0.000	0.000	124.0	78.7	1.58	1.44e-06
1667	chr1	61041906	61043571	+	0.000	0.000	55.5	29.1	1.91	1.22e-05
1984	chr1	62130566	62132548	+	0.000	0.000	87.5	53.7	1.63	1.88e-05
1813-2	chr1	62507317	62509128	+	0.000	0.000	90.0	41.9	2.15	8.22e-11
2575	chr1	62840490	62843063	+	0.000	0.000	77.5	49.8	1.56	2.05e-04
1218	chr1	63920334	63921550	+	0.000	0.000	51.0	27.1	1.88	2.61e-05
1953	chr1	65958139	65960090	+	0.000	0.000	79.0	52.6	1.50	4.16e-04
1972	chr1	66445447	66447417	+	0.000	0.000	101.0	55.8	1.81	3.45e-08
1588-2	chr1	66725712	66727298	+	0.000	0.000	125.5	59.8	2.10	1.31e-13
1582	chr1	67534559	67536139	+	0.000	0.000	114.0	71.8	1.59	2.65e-06
1507	chr1	67852979	67854484	+	0.000	0.000	91.5	59.3	1.54	8.06e-05
1094-2	chr1	68009811	68010903	+	0.000	0.000	54.5	31.6	1.72	1.82e-04
1524	chr1	70487278	70488800	+	0.000	0.000	57.0	33.1	1.72	1.01e-04
1581	chr1	71049566	71051145	+	0.000	0.000	92.5	47.9	1.93	9.97e-09
2116	chr1	71195667	71197781	+	0.000	0.000	91.0	55.7	1.63	8.83e-06
2133	chr1	73674021	73676152	+	0.000	0.000	76.0	47.9	1.59	1.08e-04
1298	chr1	73998038	73999334	+	0.000	0.000	65.0	42.3	1.54	7.17e-04
1452	chr1	75203232	75204682	+	0.000	0.000	99.0	58.2	1.70	7.19e-07
1873	chr1	75990674	75992545	+	0.000	0.000	69.0	35.7	1.93	5.06e-07
2272	chr1	77147467	77149737	+	0.000	0.000	78.0	47.8	1.63	3.75e-05
1819-2	chr1	78130444	78132261	+	0.000	0.000	56.0	29.2	1.92	6.80e-06
2264	chr1	80216883	80219145	+	0.000	0.000	71.0	45.6	1.56	2.92e-04
1340	chr1	83904842	83906180	+	0.000	0.000	54.5	25.2	2.16	4.26e-07
1458-2	chr1	84122397	84123853	+	0.000	0.000	67.0	39.0	1.72	2.82e-05
852-2	chr1	84441905	84442755	+	0.000	0.000	55.0	28.3	1.95	5.49e-06
1288-2	chr1	84935700	84936986	+	0.000	0.000	59.0	32.0	1.84	1.21e-05
1445-2	chr1	86473590	86475033	+	0.000	0.000	63.0	40.3	1.56	5.51e-04
3773	chr1	86499335	86503106	+	0.000	0.000	68.0	44.6	1.52	6.82e-04
1212-2	chr1	86741552	86742762	+	0.000	0.000	38.5	20.3	1.90	2.80e-04
1629	chr1	87083826	87085453	+	0.000	0.000	42.0	22.5	1.87	1.53e-04
1128	chr1	88799985	88801111	+	0.000	0.000	50.0	27.1	1.85	5.02e-05
1165	chr1	89454795	89455958	+	0.000	0.000	58.5	31.4	1.86	1.40e-05
1992	chr1	89482346	89484336	+	0.000	0.000	51.0	29.2	1.75	1.62e-04
1887	chr1	91164769	91166654	+	0.000	0.000	81.0	53.8	1.50	3.33e-04
1232-2	chr1	92309470	92310700	+	0.000	0.000	51.0	22.6	2.26	1.97e-07
1510	chr1	92748360	92749868	+	0.000	0.000	56.0	30.3	1.85	1.89e-05
1084	chr1	95308695	95309777	+	0.000	0.000	32.0	16.7	1.91	5.82e-04
1574-2	chr1	97819807	97821379	+	0.000	0.000	69.0	45.8	1.51	8.08e-04
2287	chr1	98050305	98052590	+	0.000	0.000	135.0	85.0	1.59	3.49e-07
818-2	chr1	98103463	98104279	+	0.000	0.000	34.0	18.3	1.86	6.64e-04
2107	chr1	98467649	98469754	+	0.000	0.000	266.0	118.3	2.25	1.49e-31
2012	chr1	98555673	98557683	+	0.000	0.000	83.0	50.8	1.63	2.06e-05
1551	chr1	100454848	100456397	+	0.000	0.000	89.0	57.3	1.55	6.24e-05
1627	chr1	100920217	100921842	+	0.000	0.000	130.0	78.3	1.66	5.77e-08
2097	chr1	101505837	101507932	+	0.000	0.000	149.5	96.7	1.55	4.95e-07
1050-2	chr1	104120281	104121329	+	0.000	0.000	62.0	24.8	2.50	2.64e-10
1866	chr1	106021402	106023266	+	0.000	0.000	87.0	56.8	1.53	1.19e-04
2551	chr1	106266907	106269456	+	0.000	0.000	106.0	66.3	1.60	4.35e-06
1305	chr1	107196467	107197770	+	0.000	0.000	74.0	45.2	1.64	5.22e-05
2433	chr1	107429089	107431520	+	0.000	0.000	168.5	111.5	1.51	3.75e-07
2327	chr1	107528583	107530908	+	0.000	0.000	133.5	83.3	1.60	3.28e-07
1628	chr1	108897535	108899161	+	0.000	0.000	115.5	74.1	1.56	6.56e-06
867-3	chr1	109099519	109100384	+	0.000	0.000	57.0	30.3	1.88	9.87e-06
937	chr1	109490304	109491239	+	0.000	0.000	63.0	41.0	1.54	8.53e-04
1635	chr1	109531937	109533570	+	0.000	0.000	182.5	119.8	1.52	7.54e-08
1240	chr1	109630041	109631279	+	0.000	0.000	39.5	21.2	1.86	3.37e-04
1916	chr1	109639422	109641336	+	0.000	0.000	130.5	66.5	1.96	3.76e-12
1601-2	chr1	109642604	109644203	+	0.000	0.000	56.0	32.0	1.75	7.63e-05
1497	chr1	110196182	110197677	+	0.000	0.000	137.0	74.9	1.83	7.86e-11
1428	chr1	110462149	110463575	+	0.000	0.000	82.5	37.3	2.21	1.80e-10
1269-3	chr1	110495504	110496771	+	0.000	0.000	198.5	106.9	1.86	2.30e-15
2477	chr1	110782247	110784722	+	0.000	0.000	134.0	78.5	1.71	7.74e-09
4594	chr1	111028991	111033583	+	0.000	0.000	367.0	214.7	1.71	2.48e-21
1194	chr1	112808655	112809847	+	0.000	0.000	102.0	65.7	1.55	1.96e-05
1460	chr1	112880091	112881549	+	0.000	0.000	115.0	73.4	1.57	4.26e-06
1621	chr1	113452481	113454100	+	0.000	0.000	94.5	53.8	1.76	4.59e-07
1531	chr1	113835063	113836592	+	0.000	0.000	99.0	62.8	1.58	1.46e-05
1543-2	chr1	114671069	114672610	+	0.000	0.000	54.0	31.6	1.71	1.82e-04
2594	chr1	115051403	115053995	+	0.000	0.000	167.0	105.5	1.58	1.99e-08
1754-3	chr1	115468855	115470607	+	0.000	0.000	120.0	72.7	1.65	2.41e-07
1306	chr1	115717185	115718489	+	0.000	0.000	94.0	57.3	1.64	5.40e-06
1956	chr1	116484778	116486732	+	0.000	0.000	131.5	73.3	1.79	8.05e-10
1116	chr1	116574146	116575260	+	0.000	0.000	112.0	65.5	1.71	1.09e-07
1839-2	chr1	116736480	116738317	+	0.000	0.000	101.5	64.2	1.58	1.31e-05
1932	chr1	117127806	117129736	+	0.000	0.000	96.5	62.0	1.56	3.83e-05
1014-3	chr1	117284259	117285271	+	0.000	0.000	59.0	37.6	1.57	7.37e-04
2257	chr1	119274337	119276592	+	0.000	0.000	168.5	105.5	1.60	1.31e-08
1585	chr1	119366724	119368307	+	0.000	0.000	105.0	59.0	1.78	4.43e-08
1264	chr1	119662784	119664046	+	0.000	0.000	96.0	52.4	1.83	4.48e-08
1195-2	chr1	145977032	145978225	+	0.000	0.000	73.0	48.2	1.52	5.16e-04
1049-3	chr1	147640035	147641082	+	0.000	0.000	60.0	36.2	1.66	1.78e-04
1069-2	chr1	148371192	148372259	+	0.000	0.000	79.0	50.4	1.57	1.18e-04
1359	chr1	150168392	150169749	+	0.000	0.000	87.0	55.2	1.58	4.76e-05
831-2	chr1	150532309	150533138	+	0.000	0.000	51.0	27.1	1.88	2.61e-05
2131	chr1	150559592	150561721	+	0.000	0.000	149.0	80.2	1.86	4.20e-12
976-3	chr1	150812754	150813728	+	0.000	0.000	54.0	30.2	1.79	6.10e-05
1653	chr1	150978851	150980502	+	0.000	0.000	160.0	93.4	1.71	2.39e-10
1004-2	chr1	151099434	151100436	+	0.000	0.000	77.5	44.5	1.74	6.43e-06
883	chr1	151251574	151252455	+	0.000	0.000	81.0	46.2	1.75	2.32e-06
1819	chr1	151734348	151736165	+	0.000	0.000	83.5	47.4	1.76	1.86e-06
670-4	chr1	151836096	151836764	+	0.000	0.000	47.5	28.3	1.68	7.81e-04
1111-2	chr1	152182154	152183263	+	0.000	0.000	80.0	47.1	1.70	8.23e-06
2946	chr1	152187976	152190920	+	0.000	0.000	178.0	104.2	1.71	3.31e-11
2779	chr1	152346316	152349093	+	0.000	0.000	184.5	117.1	1.58	6.81e-09
4236	chr1	152458010	152462244	+	0.000	0.000	261.0	166.7	1.57	9.36e-12
1255	chr1	153494555	153495808	+	0.000	0.000	94.5	50.6	1.87	3.15e-08
2094	chr1	153509437	153511529	+	0.000	0.000	142.5	86.7	1.64	3.19e-08
1240-2	chr1	153567865	153569103	+	0.000	0.000	68.0	41.8	1.63	1.25e-04
1147	chr1	153677180	153678325	+	0.000	0.000	81.5	46.4	1.76	2.68e-06
834-4	chr1	153749188	153750020	+	0.000	0.000	90.5	54.1	1.67	5.12e-06
870-2	chr1	154546203	154547071	+	0.000	0.000	150.0	58.6	2.56	1.51e-23
1173-2	chr1	155090805	155091976	+	0.000	0.000	66.5	43.0	1.55	6.57e-04
1058-2	chr1	155176347	155177403	+	0.000	0.000	135.5	66.7	2.03	1.37e-13
949	chr1	155250453	155251400	+	0.000	0.000	119.0	50.5	2.36	1.76e-16
1380-3	chr1	155728830	155730208	+	0.000	0.000	52.5	28.2	1.86	3.72e-05
885-3	chr1	156096300	156097183	+	0.000	0.000	77.0	48.5	1.59	9.94e-05
999	chr1	156382726	156383723	+	0.000	0.000	54.0	28.0	1.93	8.33e-06
1374	chr1	156583754	156585126	+	0.000	0.000	83.5	52.2	1.60	5.03e-05
1326-2	chr1	156659330	156660654	+	0.000	0.000	88.0	49.1	1.79	3.67e-07
863	chr1	156910018	156910879	+	0.000	0.000	42.0	21.8	1.93	7.60e-05
1389	chr1	157089342	157090729	+	0.000	0.000	81.0	53.7	1.51	3.01e-04
1335-2	chr1	157369476	157370809	+	0.000	0.000	92.5	60.8	1.52	1.17e-04
2028	chr1	157489365	157491391	+	0.000	0.000	93.5	59.0	1.58	2.71e-05
923-2	chr1	157948268	157949189	+	0.000	0.000	61.0	28.6	2.13	9.93e-08
1111-3	chr1	157963416	157964525	+	0.000	0.000	69.5	44.6	1.56	4.31e-04
1409	chr1	157969092	157970499	+	0.000	0.000	84.0	52.0	1.62	2.73e-05
845	chr1	158124673	158125516	+	0.000	0.000	73.0	47.1	1.55	2.89e-04
952-3	chr1	158506025	158506975	+	0.000	0.000	47.0	27.8	1.69	5.59e-04
1267-2	chr1	159132020	159133285	+	0.000	0.000	79.0	46.8	1.69	1.09e-05
1513	chr1	159210855	159212366	+	0.000	0.000	78.0	46.9	1.66	2.00e-05
1633-2	chr1	159213292	159214923	+	0.000	0.000	82.0	46.5	1.76	1.61e-06
1260	chr1	159891152	159892410	+	0.000	0.000	125.5	79.9	1.57	1.84e-06
1500-2	chr1	159935931	159937429	+	0.000	0.000	66.5	41.9	1.59	3.59e-04
1121-2	chr1	160675254	160676373	+	0.000	0.000	81.5	47.3	1.72	5.41e-06
1079	chr1	160767773	160768850	+	0.000	0.000	76.5	42.1	1.82	1.70e-06
1575-2	chr1	160834544	160836117	+	0.000	0.000	68.5	41.8	1.64	1.18e-04
1036-3	chr1	160951146	160952180	+	0.000	0.000	67.0	37.6	1.78	9.46e-06
1130-4	chr1	160996736	160997864	+	0.000	0.000	47.5	28.0	1.70	6.40e-04
757-2	chr1	161041303	161042058	+	0.000	0.000	57.5	35.6	1.61	5.83e-04
767-2	chr1	161139646	161140411	+	0.000	0.000	53.5	32.9	1.63	7.75e-04
1156-2	chr1	161227031	161228185	+	0.000	0.000	108.5	56.2	1.93	5.48e-10
1252-4	chr1	161792280	161793530	+	0.000	0.000	84.0	52.5	1.60	3.88e-05
947-3	chr1	161864296	161865241	+	0.000	0.000	55.5	32.1	1.73	1.46e-04
1185	chr1	162799942	162801125	+	0.000	0.000	70.0	44.6	1.57	2.69e-04
1728	chr1	163409277	163411003	+	0.000	0.000	66.0	39.1	1.69	5.65e-05
2010	chr1	165257161	165259169	+	0.000	0.000	57.5	36.1	1.59	7.82e-04
1010	chr1	165927744	165928752	+	0.000	0.000	55.0	32.0	1.72	1.36e-04
983	chr1	166910018	166910999	+	0.000	0.000	59.0	37.8	1.56	8.25e-04
930-3	chr1	167441779	167442707	+	0.000	0.000	41.0	24.0	1.71	9.80e-04
1540-3	chr1	171188012	171189550	+	0.000	0.000	61.0	39.4	1.55	8.64e-04
1520	chr1	173201851	173203369	+	0.000	0.000	44.5	25.4	1.75	5.01e-04
1005	chr1	173420033	173421036	+	0.000	0.000	47.0	24.5	1.92	3.32e-05
1485	chr1	174217416	174218899	+	0.000	0.000	36.0	16.9	2.13	3.66e-05
1107-2	chr1	176559442	176560547	+	0.000	0.000	56.5	33.1	1.71	1.78e-04
1328-3	chr1	179705679	179707005	+	0.000	0.000	36.0	19.2	1.88	3.79e-04
1389-3	chr1	181166253	181167640	+	0.000	0.000	69.0	30.3	2.28	1.20e-09
1318	chr1	181676054	181677370	+	0.000	0.000	52.0	31.2	1.67	3.95e-04
1324	chr1	184074903	184076225	+	0.000	0.000	57.0	27.3	2.08	4.87e-07
2431	chr1	185680270	185682699	+	0.000	0.000	61.5	36.5	1.68	1.35e-04
1856	chr1	195716897	195718751	+	0.000	0.000	38.5	17.2	2.24	1.02e-05
1812	chr1	196147552	196149362	+	0.000	0.000	40.5	23.2	1.74	9.91e-04
1963	chr1	196722270	196724231	+	0.000	0.000	55.5	32.3	1.72	1.68e-04
2572	chr1	197178659	197181229	+	0.000	0.000	73.0	40.5	1.80	2.87e-06
1097-5	chr1	200837609	200838704	+	0.000	0.000	36.0	16.4	2.20	1.87e-05
1222-2	chr1	201254110	201255330	+	0.000	0.000	88.0	56.7	1.55	7.18e-05
