# HOMER Differential Peaks
# Original Peak File = Turcan_K27_annotated_peaks_ip_32.txt
# Peak File Tag Directory = WC_IP
# Background Tag Directory = WG_IP
#
# Mode = Peaks enriched over background
# Differential peaks = 391
# Fraction of original peaks = 1.53%
# Original number of peaks = 25578
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 1.50
# Poisson p-value cutoff = 1.00e-03
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 44
# background directory tagAdjust = 44
#
# cmd = getDifferentialPeaks Turcan_K27_annotated_peaks_ip_32.txt WC_IP WG_IP -F 1.5 -P 0.001
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
2715-2	chr3	9791501	9794214	+	0.000	0.000	1457.0	950.5	1.53	1.45e-52
3268-3	chr3	16426750	16430016	+	0.000	0.000	471.0	306.5	1.54	1.88e-18
4841-2	chr3	16474737	16479576	+	0.000	0.000	666.1	395.0	1.69	1.48e-35
3804	chr3	16510539	16514341	+	0.000	0.000	659.9	389.0	1.70	9.28e-36
2413-6	chr3	47281568	47283979	+	0.000	0.000	867.7	553.0	1.57	4.16e-35
1705-5	chr3	48300372	48302075	+	0.000	0.000	418.4	276.0	1.52	1.18e-15
1680-3	chr3	49017522	49019200	+	0.000	0.000	354.9	215.0	1.65	2.70e-18
2677	chr3	58205115	58207790	+	0.000	0.000	513.3	328.5	1.56	3.20e-21
3909-2	chr3	58873258	58877165	+	0.000	0.000	992.9	661.5	1.50	3.45e-33
1744-2	chr3	59049045	59050787	+	0.000	0.000	609.6	370.5	1.65	5.65e-30
1842-5	chr3	64022380	64024220	+	0.000	0.000	372.7	245.0	1.52	2.88e-14
1243-5	chr3	97763861	97765102	+	0.000	0.000	308.1	202.0	1.53	2.64e-12
3730-2	chr3	119309068	119312796	+	0.000	0.000	698.6	430.0	1.62	1.36e-32
2666-2	chr3	121748183	121750847	+	0.000	0.000	836.8	541.0	1.55	4.95e-32
5740	chr3	136471781	136477519	+	0.000	0.000	1043.2	686.0	1.52	6.51e-37
2967	chr3	157475329	157478294	+	0.000	0.000	369.6	240.0	1.54	7.19e-15
1646-2	chr3	170357574	170359218	+	0.000	0.000	366.4	237.5	1.54	6.81e-15
2079-4	chr3	171966382	171968459	+	0.000	0.000	392.9	258.0	1.52	5.58e-15
3616	chr3	174099633	174103247	+	0.000	0.000	741.6	451.5	1.64	7.35e-36
4622-2	chr3	177832833	177837453	+	0.000	0.000	1010.7	652.5	1.55	1.48e-38
1988-6	chr3	183253320	183255306	+	0.000	0.000	412.9	218.5	1.89	1.48e-31
2174-4	chr3	186569715	186571887	+	0.000	0.000	424.1	282.5	1.50	2.75e-15
2161-5	chr3	196567844	196570003	+	0.000	0.000	364.1	221.0	1.65	8.78e-19
2696-3	chr4	1711393	1714087	+	0.000	0.000	824.3	503.5	1.64	2.92e-39
2272-4	chr4	2793337	2795607	+	0.000	0.000	601.3	400.5	1.50	6.62e-21
3247	chr4	49061873	49065118	+	0.000	0.000	753.1	451.0	1.67	1.21e-38
2036-5	chr4	83580928	83582962	+	0.000	0.000	559.6	365.5	1.53	3.72e-21
1738-5	chr4	98142502	98144238	+	0.000	0.000	325.6	209.5	1.55	9.36e-14
3856-3	chr4	107861398	107865252	+	0.000	0.000	587.5	390.5	1.50	1.31e-20
6958-2	chr4	140094043	140100999	+	0.000	0.000	1470.7	884.0	1.66	1.74e-72
5226	chr4	140253348	140258572	+	0.000	0.000	1132.5	748.5	1.51	5.31e-39
2584-2	chr4	152778544	152781126	+	0.000	0.000	646.9	427.0	1.52	4.15e-23
2658-7	chr4	168830912	168833568	+	0.000	0.000	394.8	240.5	1.64	8.06e-20
2435-5	chr4	187601371	187603804	+	0.000	0.000	320.6	208.5	1.54	4.89e-13
2835-3	chr5	6711827	6714660	+	0.000	0.000	777.1	516.5	1.50	9.10e-27
2562-2	chr5	14815495	14818055	+	0.000	0.000	450.8	298.5	1.51	2.07e-16
3846-3	chr5	33048127	33051971	+	0.000	0.000	1036.6	669.5	1.55	1.89e-39
3199-2	chr5	57381280	57384477	+	0.000	0.000	571.0	369.0	1.55	1.35e-22
1987-9	chr5	59759337	59761322	+	0.000	0.000	339.0	222.5	1.52	3.81e-13
1822-6	chr5	62412110	62413930	+	0.000	0.000	349.6	216.5	1.61	8.27e-17
2285-3	chr5	91188861	91191144	+	0.000	0.000	567.4	349.5	1.62	8.89e-27
5683	chr5	107466462	107472143	+	0.000	0.000	1165.7	764.5	1.52	2.14e-41
7809	chr5	114233851	114241658	+	0.000	0.000	1631.1	1085.0	1.50	7.35e-54
3028	chr5	131377439	131380465	+	0.000	0.000	327.5	196.0	1.67	8.69e-18
2618-9	chr5	131627111	131629727	+	0.000	0.000	332.4	219.5	1.51	9.99e-13
2755-7	chr5	133868790	133871543	+	0.000	0.000	452.0	275.5	1.64	2.29e-22
2283-8	chr5	138463258	138465539	+	0.000	0.000	1063.4	673.0	1.58	7.43e-44
3544-4	chr5	142355561	142359103	+	0.000	0.000	1489.1	926.0	1.61	6.12e-65
5060	chr5	147481054	147486112	+	0.000	0.000	876.2	558.5	1.57	1.64e-35
3334-3	chr5	147507358	147510690	+	0.000	0.000	608.4	385.0	1.58	6.85e-26
4301-2	chr5	149936266	149940565	+	0.000	0.000	892.9	552.5	1.62	2.64e-40
2795-3	chr5	151022053	151024846	+	0.000	0.000	456.1	281.5	1.62	8.77e-22
2685-6	chr5	159849366	159852049	+	0.000	0.000	642.8	372.5	1.73	6.92e-37
2915	chr5	172005021	172007934	+	0.000	0.000	1010.5	673.5	1.50	9.33e-34
1744-6	chr5	177005657	177007399	+	0.000	0.000	324.4	213.5	1.52	1.27e-12
2023-6	chr6	8063399	8065420	+	0.000	0.000	378.0	242.5	1.56	5.35e-16
1480-12	chr6	26457074	26458552	+	0.000	0.000	307.1	202.5	1.52	5.28e-12
2312-5	chr6	28334926	28337236	+	0.000	0.000	489.0	316.5	1.54	2.64e-19
2927-2	chr6	30555188	30558113	+	0.000	0.000	984.5	651.0	1.51	4.46e-34
1172-10	chr6	31619435	31620605	+	0.000	0.000	329.5	210.0	1.57	2.05e-14
5091	chr6	33692722	33697811	+	0.000	0.000	797.1	490.5	1.63	4.48e-37
2259-4	chr6	35953799	35956056	+	0.000	0.000	325.4	212.5	1.53	4.86e-13
3126-5	chr6	82397429	82400553	+	0.000	0.000	427.0	258.5	1.65	1.03e-21
2750-6	chr6	116265306	116268054	+	0.000	0.000	473.6	284.5	1.66	1.25e-24
4049-3	chr6	131948871	131952918	+	0.000	0.000	752.9	491.0	1.53	5.59e-28
2873-6	chr6	136607687	136610558	+	0.000	0.000	532.7	337.5	1.58	9.96e-23
2656-6	chr6	160461183	160463837	+	0.000	0.000	455.8	283.5	1.61	4.89e-21
9868	chr6	165052364	165062230	+	0.000	0.000	1259.4	830.5	1.52	1.34e-43
5682	chr6	165092555	165098235	+	0.000	0.000	637.3	419.5	1.52	3.67e-23
3296-5	chr6	165117507	165120801	+	0.000	0.000	358.0	216.5	1.65	1.58e-18
3489-5	chr6	165229472	165232959	+	0.000	0.000	365.0	229.5	1.59	1.75e-16
1495-9	chr6	169851341	169852834	+	0.000	0.000	424.4	270.0	1.57	3.15e-18
2172-10	chr7	6373925	6376095	+	0.000	0.000	461.6	285.0	1.62	6.86e-22
2429-5	chr7	27095488	27097915	+	0.000	0.000	584.4	386.0	1.51	4.52e-21
5248-4	chr7	37301735	37306981	+	0.000	0.000	1004.4	649.0	1.55	3.00e-38
2798-5	chr7	37309284	37312080	+	0.000	0.000	489.2	284.0	1.72	1.83e-28
3318-3	chr7	37353162	37356478	+	0.000	0.000	368.6	243.5	1.51	7.10e-14
2674-5	chr7	68691150	68693822	+	0.000	0.000	528.6	322.0	1.64	5.09e-26
3632-3	chr7	81723408	81727038	+	0.000	0.000	526.2	350.5	1.50	1.58e-18
1835-9	chr7	98418316	98420149	+	0.000	0.000	402.5	267.5	1.50	1.16e-14
2007-5	chr7	99504032	99506037	+	0.000	0.000	675.2	435.5	1.55	1.53e-26
1004-13	chr7	101016792	101017794	+	0.000	0.000	439.0	289.5	1.52	2.98e-16
1248-11	chr7	129824605	129825851	+	0.000	0.000	439.3	292.5	1.50	9.16e-16
2336-11	chr7	157309048	157311382	+	0.000	0.000	527.0	349.0	1.51	4.85e-19
3007-6	chr8	19680645	19683650	+	0.000	0.000	628.1	413.5	1.52	7.06e-23
2069-4	chr8	23073693	23075760	+	0.000	0.000	502.9	331.0	1.52	1.51e-18
1458-16	chr8	30811624	30813080	+	0.000	0.000	339.0	219.5	1.54	7.59e-14
2050-7	chr8	42195933	42197981	+	0.000	0.000	300.2	200.0	1.50	2.71e-11
2920-9	chr8	66438934	66441852	+	0.000	0.000	674.8	432.0	1.56	3.36e-27
1896-13	chr8	93753826	93755720	+	0.000	0.000	520.7	313.0	1.66	7.94e-27
1482-10	chr8	100157675	100159155	+	0.000	0.000	392.4	218.5	1.80	3.18e-26
2103-11	chr8	123166859	123168960	+	0.000	0.000	388.6	249.0	1.56	2.36e-16
4171-5	chr8	126432952	126437121	+	0.000	0.000	433.0	287.0	1.51	1.00e-15
5199	chr8	141034286	141039483	+	0.000	0.000	921.8	580.5	1.59	6.38e-39
1665-11	chr8	144291606	144293269	+	0.000	0.000	489.7	294.5	1.66	2.72e-25
1545-17	chr8	144521843	144523386	+	0.000	0.000	382.3	250.0	1.53	5.72e-15
2150-13	chr9	26891399	26893547	+	0.000	0.000	387.3	252.0	1.54	1.93e-15
1726-13	chr9	33000679	33002403	+	0.000	0.000	447.5	290.5	1.54	1.08e-17
4597-3	chr9	33231615	33236210	+	0.000	0.000	1643.0	1008.0	1.63	3.76e-75
2782-8	chr9	34124956	34127736	+	0.000	0.000	937.4	619.5	1.51	1.24e-32
1785-11	chr9	35078927	35080710	+	0.000	0.000	398.4	261.5	1.52	2.76e-15
1751-8	chr9	37079120	37080869	+	0.000	0.000	440.3	271.0	1.62	2.98e-21
5586	chr9	38045594	38051178	+	0.000	0.000	1908.7	1253.5	1.52	3.53e-66
5100-2	chr9	42375541	42380639	+	0.000	0.000	669.5	443.0	1.51	1.10e-23
2078-11	chr9	42396153	42398229	+	0.000	0.000	435.0	264.0	1.65	4.00e-22
6519-2	chr9	83490368	83496885	+	0.000	0.000	1341.9	882.0	1.52	6.82e-47
1807-14	chr9	83920354	83922159	+	0.000	0.000	312.4	206.0	1.52	3.99e-12
1632-7	chr9	93119181	93120811	+	0.000	0.000	486.4	323.5	1.50	2.48e-17
2115-10	chr9	96416574	96418687	+	0.000	0.000	639.9	374.0	1.71	1.04e-35
1878-7	chr9	96654047	96655923	+	0.000	0.000	398.2	261.0	1.53	2.12e-15
2219-7	chr9	107503351	107505568	+	0.000	0.000	393.2	243.0	1.62	6.43e-19
2727-10	chr9	107547100	107549825	+	0.000	0.000	591.1	365.0	1.62	1.22e-27
3821-5	chr9	108466740	108470559	+	0.000	0.000	738.5	479.5	1.54	4.80e-28
7159-2	chr9	109906572	109913729	+	0.000	0.000	1468.5	928.0	1.58	3.77e-60
1973-10	chr9	112174075	112176046	+	0.000	0.000	533.0	292.0	1.83	8.88e-37
1806-13	chr9	120583041	120584845	+	0.000	0.000	394.1	236.0	1.67	4.13e-21
1950-17	chr9	121074081	121076029	+	0.000	0.000	505.1	334.0	1.51	2.04e-18
2261-12	chr9	128455604	128457863	+	0.000	0.000	430.8	263.5	1.63	3.52e-21
5444	chr9	133131362	133136804	+	0.000	0.000	1907.3	1195.5	1.60	4.43e-80
2245-11	chr9	135467935	135470178	+	0.000	0.000	375.3	242.0	1.55	1.54e-15
1296-8	chr9	136481795	136483089	+	0.000	0.000	505.6	317.0	1.59	1.57e-22
1796-9	chr10	22737407	22739201	+	0.000	0.000	298.4	195.0	1.53	4.61e-12
2805-7	chr10	24951224	24954027	+	0.000	0.000	760.3	486.0	1.56	1.05e-30
2817-8	chr10	36533103	36535918	+	0.000	0.000	363.6	226.5	1.61	4.63e-17
2810-4	chr10	37488096	37490904	+	0.000	0.000	580.1	305.0	1.90	1.20e-44
1178-15	chr10	70363393	70364569	+	0.000	0.000	319.9	198.5	1.61	2.37e-15
2228-11	chr10	72845787	72848013	+	0.000	0.000	389.1	240.5	1.62	9.45e-19
3013-7	chr10	85641915	85644926	+	0.000	0.000	498.8	277.0	1.80	5.20e-33
2314-9	chr10	97399737	97402049	+	0.000	0.000	867.3	541.0	1.60	3.58e-38
1722-10	chr10	100043433	100045153	+	0.000	0.000	385.2	255.5	1.51	2.88e-14
1944-12	chr10	104048793	104050735	+	0.000	0.000	336.4	205.5	1.64	4.72e-17
2600-8	chr10	122111832	122114430	+	0.000	0.000	535.1	337.5	1.59	2.49e-23
1734-11	chr10	124152251	124153983	+	0.000	0.000	375.3	210.0	1.79	7.87e-25
3090-4	chr10	133257195	133260283	+	0.000	0.000	1432.5	918.5	1.56	1.98e-55
2499-8	chr10	133292486	133294983	+	0.000	0.000	932.9	602.5	1.55	1.23e-35
1555-15	chr10	133307681	133309234	+	0.000	0.000	645.9	429.0	1.51	1.75e-22
1633-10	chr11	236507	238138	+	0.000	0.000	513.1	327.0	1.57	1.36e-21
1153-16	chr11	2400618	2401769	+	0.000	0.000	323.0	212.5	1.52	1.15e-12
7573	chr11	15155691	15163262	+	0.000	0.000	1748.9	1157.0	1.51	7.27e-59
1744-14	chr11	33941343	33943085	+	0.000	0.000	325.8	215.0	1.52	1.82e-12
2238-10	chr11	36454732	36456968	+	0.000	0.000	659.6	426.5	1.55	1.22e-25
2124-11	chr11	47847283	47849405	+	0.000	0.000	515.5	330.5	1.56	4.04e-21
3664-4	chr11	47917177	47920839	+	0.000	0.000	827.9	505.0	1.64	1.73e-39
3270-5	chr11	61814442	61817710	+	0.000	0.000	1067.6	691.0	1.54	3.19e-40
1637-19	chr11	62496883	62498518	+	0.000	0.000	355.2	236.0	1.51	3.37e-13
994-26	chr11	62645704	62646696	+	0.000	0.000	299.6	198.0	1.51	1.47e-11
1912-17	chr11	63985466	63987376	+	0.000	0.000	518.3	324.0	1.60	2.29e-23
6009-3	chr11	64089566	64095573	+	0.000	0.000	1226.3	724.5	1.69	1.45e-64
2892-8	chr11	64184743	64187633	+	0.000	0.000	634.4	420.5	1.51	2.16e-22
3919-7	chr11	65289453	65293370	+	0.000	0.000	1084.7	703.0	1.54	1.35e-40
1999-22	chr11	65960816	65962813	+	0.000	0.000	604.3	399.5	1.51	1.15e-21
1520-16	chr11	66344377	66345895	+	0.000	0.000	336.7	221.0	1.52	4.04e-13
1149-13	chr11	66438104	66439251	+	0.000	0.000	345.8	213.5	1.62	8.91e-17
3036-5	chr11	67031467	67034501	+	0.000	0.000	731.5	450.5	1.62	5.36e-34
1195-23	chr11	67054026	67055219	+	0.000	0.000	430.1	277.0	1.55	1.12e-17
1642-13	chr11	67504515	67506155	+	0.000	0.000	612.7	406.0	1.51	1.17e-21
1965-8	chr11	71498481	71500444	+	0.000	0.000	510.1	300.5	1.70	2.85e-28
2253-8	chr11	124799153	124801404	+	0.000	0.000	427.3	260.0	1.64	1.65e-21
2036-19	chr12	6662199	6664233	+	0.000	0.000	368.4	232.0	1.59	1.19e-16
1995-13	chr12	6903836	6905829	+	0.000	0.000	439.3	288.5	1.52	1.16e-16
2329-10	chr12	14909414	14911741	+	0.000	0.000	494.5	317.5	1.56	3.24e-20
1329-29	chr12	26831898	26833225	+	0.000	0.000	528.0	344.5	1.53	2.97e-20
2930-6	chr12	46266558	46269486	+	0.000	0.000	678.9	340.0	2.00	1.11e-58
8565	chr12	47078875	47087438	+	0.000	0.000	1430.3	939.5	1.52	4.16e-50
2126-14	chr12	49200468	49202592	+	0.000	0.000	340.3	209.5	1.62	8.34e-17
7625	chr12	50784227	50791850	+	0.000	0.000	1929.2	1193.0	1.62	2.82e-85
2231-12	chr12	52069076	52071305	+	0.000	0.000	914.8	607.5	1.51	3.63e-31
5126-3	chr12	52243293	52248417	+	0.000	0.000	1898.9	1217.5	1.56	9.07e-73
1919-10	chr12	55966118	55968035	+	0.000	0.000	426.3	264.5	1.61	4.64e-20
1795-20	chr12	56128083	56129876	+	0.000	0.000	312.2	200.5	1.56	2.00e-13
1365-17	chr12	57546200	57547563	+	0.000	0.000	336.2	213.0	1.58	4.70e-15
2469-10	chr12	70993452	70995919	+	0.000	0.000	345.3	230.0	1.50	9.87e-13
2847-10	chr12	94614682	94617527	+	0.000	0.000	426.5	241.5	1.77	5.86e-27
2209-11	chr12	94620557	94622764	+	0.000	0.000	439.5	262.5	1.67	1.91e-23
2187-14	chr12	109191032	109193217	+	0.000	0.000	338.8	219.0	1.55	5.76e-14
4358-4	chr12	117341359	117345715	+	0.000	0.000	667.6	408.0	1.64	4.99e-32
2678-8	chr12	119702874	119705550	+	0.000	0.000	661.0	417.5	1.58	4.72e-28
4234-6	chr13	30370191	30374423	+	0.000	0.000	567.8	369.0	1.54	7.76e-22
1388-21	chr13	41262892	41264278	+	0.000	0.000	307.3	199.5	1.54	1.06e-12
1260-18	chr13	43023066	43024324	+	0.000	0.000	348.9	220.5	1.58	1.48e-15
1338-16	chr13	44140779	44142115	+	0.000	0.000	511.8	321.0	1.59	1.02e-22
3314-5	chr13	51801509	51804821	+	0.000	0.000	617.3	382.0	1.62	1.62e-28
2084-9	chr13	52598892	52600974	+	0.000	0.000	299.0	199.0	1.50	2.46e-11
2639-7	chr13	73088752	73091389	+	0.000	0.000	836.2	534.0	1.57	9.92e-34
3636-5	chr13	77858631	77862265	+	0.000	0.000	905.7	572.0	1.58	7.10e-38
2951-8	chr13	110615133	110618082	+	0.000	0.000	882.6	559.0	1.58	1.42e-36
2549-9	chr14	22870625	22873172	+	0.000	0.000	397.5	233.0	1.71	1.06e-22
1821-10	chr14	30621156	30622975	+	0.000	0.000	306.9	199.0	1.54	1.24e-12
1764-14	chr14	52706520	52708282	+	0.000	0.000	332.4	212.5	1.56	2.19e-14
2904-10	chr14	65168788	65171690	+	0.000	0.000	522.7	338.5	1.54	1.55e-20
9578-2	chr14	69994139	70003715	+	0.000	0.000	4240.4	2732.0	1.55	6.29e-157
2955-5	chr14	71319355	71322308	+	0.000	0.000	881.7	571.5	1.54	2.52e-33
1745-14	chr14	74579127	74580870	+	0.000	0.000	523.8	343.0	1.53	1.14e-19
3244-3	chr14	75276680	75279922	+	0.000	0.000	1112.9	652.0	1.71	2.57e-60
2193-12	chr14	101721291	101723482	+	0.000	0.000	405.6	261.5	1.55	1.32e-16
2158-10	chr14	102526683	102528839	+	0.000	0.000	592.6	376.0	1.58	5.67e-25
1926-11	chr14	103561635	103563559	+	0.000	0.000	406.6	238.0	1.71	2.93e-23
1945-17	chr14	104687533	104689476	+	0.000	0.000	693.8	456.0	1.52	4.03e-25
2031-16	chr14	105480804	105482833	+	0.000	0.000	1513.0	915.5	1.65	6.27e-73
3947-3	chr15	29819669	29823614	+	0.000	0.000	723.8	480.5	1.51	4.63e-25
2219-12	chr15	33067116	33069333	+	0.000	0.000	443.1	253.5	1.75	3.53e-27
1829-12	chr15	38129164	38130991	+	0.000	0.000	418.4	267.0	1.57	8.63e-18
1859-15	chr15	41437150	41439007	+	0.000	0.000	420.8	280.5	1.50	5.16e-15
2659-9	chr15	41475697	41478354	+	0.000	0.000	814.1	529.0	1.54	1.04e-30
1488-18	chr15	41543511	41544997	+	0.000	0.000	366.4	235.0	1.56	1.69e-15
1757-14	chr15	51970745	51972500	+	0.000	0.000	361.2	232.0	1.56	2.94e-15
3469-5	chr15	66777431	66780898	+	0.000	0.000	672.1	437.0	1.54	1.29e-25
3932-3	chr15	73955465	73959395	+	0.000	0.000	1047.7	656.0	1.60	5.50e-45
4208-4	chr15	74528567	74532773	+	0.000	0.000	1402.6	910.5	1.54	1.28e-51
1974-10	chr15	75902816	75904788	+	0.000	0.000	471.5	311.5	1.51	2.66e-17
1863-13	chr16	233920	235781	+	0.000	0.000	332.6	221.0	1.51	2.17e-12
2204-23	chr16	11741669	11743871	+	0.000	0.000	580.3	381.5	1.52	2.33e-21
3825-3	chr16	12229264	12233087	+	0.000	0.000	835.0	552.0	1.51	4.02e-29
3337-6	chr16	15588604	15591939	+	0.000	0.000	741.3	421.0	1.76	3.64e-45
2369-13	chr16	15606765	15609132	+	0.000	0.000	363.3	240.0	1.51	9.40e-14
2689-12	chr16	15671536	15674223	+	0.000	0.000	723.0	436.0	1.66	4.22e-36
1761-25	chr16	19005170	19006929	+	0.000	0.000	477.5	276.5	1.73	5.58e-28
3467-9	chr16	19698171	19701636	+	0.000	0.000	590.0	390.5	1.51	3.78e-21
1860-12	chr16	21501321	21503179	+	0.000	0.000	407.6	257.5	1.58	5.43e-18
1122-20	chr16	22297371	22298491	+	0.000	0.000	349.9	215.0	1.63	3.24e-17
1399-20	chr16	30399796	30401193	+	0.000	0.000	339.3	208.5	1.63	7.24e-17
1938-20	chr16	30761206	30763142	+	0.000	0.000	360.0	234.0	1.54	1.39e-14
1771-15	chr16	30786171	30787940	+	0.000	0.000	366.7	243.0	1.51	1.26e-13
1923-14	chr16	31452119	31454040	+	0.000	0.000	496.4	321.5	1.54	1.23e-19
2638-10	chr16	53433683	53436319	+	0.000	0.000	622.1	385.5	1.61	1.26e-28
3256-10	chr16	57645456	57648710	+	0.000	0.000	743.2	484.0	1.54	6.28e-28
1584-26	chr16	67029155	67030737	+	0.000	0.000	381.3	250.5	1.52	1.14e-14
1787-11	chr16	67857540	67859325	+	0.000	0.000	666.4	341.5	1.95	1.71e-54
2174-10	chr16	70288247	70290419	+	0.000	0.000	772.3	509.5	1.52	1.99e-27
3442-5	chr16	70551858	70555298	+	0.000	0.000	573.8	358.5	1.60	1.26e-25
2784-6	chr16	70575434	70578216	+	0.000	0.000	411.4	228.5	1.80	1.30e-27
