# HOMER Differential Peaks
# Original Peak File = Turcan_CTCF_annotated_peaks_ip_32.txt
# Peak File Tag Directory = RC_IP
# Background Tag Directory = RG_IP
#
# Mode = Peaks enriched over background
# Differential peaks = 172
# Fraction of original peaks = 0.96%
# Original number of peaks = 17843
# Size of region used to count tags = given peak sizes (-fixed)
# Fold change cutoff = 1.50
# Poisson p-value cutoff = 1.00e-03
# strand = 2 (tags counted on 0=+strand, 1=-strand, 2=both strands)
# peak directory tagAdjust = 50
# background directory tagAdjust = 70
#
# cmd = getDifferentialPeaks Turcan_CTCF_annotated_peaks_ip_32.txt RC_IP RG_IP -F 1.5 -P 0.001
#
#PeakID	chr	start	end	strand	score	focus ratio/other	Total Tags	Background Tags	Fold Change vs. Background	p-value
833-6	chr13	85970511	85971342	+	0.000	0.000	145.0	69.5	2.09	1.85e-15
1298-5	chr13	99899711	99901007	+	0.000	0.000	135.0	87.2	1.55	1.27e-06
759-6	chr13	112874284	112875041	+	0.000	0.000	104.5	61.5	1.70	4.94e-07
1222-6	chr14	38721410	38722630	+	0.000	0.000	129.0	81.3	1.59	6.50e-07
832-8	chr14	43795423	43796253	+	0.000	0.000	98.5	55.6	1.77	1.75e-07
1289-6	chr14	87049333	87050620	+	0.000	0.000	134.0	88.2	1.52	3.53e-06
857-12	chr14	93736277	93737132	+	0.000	0.000	79.0	52.1	1.52	3.13e-04
1192-4	chr14	106277023	106278213	+	0.000	0.000	121.5	69.5	1.75	1.39e-08
718-6	chr15	82342645	82343361	+	0.000	0.000	86.5	54.2	1.60	4.09e-05
571-6	chr15	94582381	94582950	+	0.000	0.000	81.5	52.8	1.54	1.88e-04
1314-8	chr15	97754786	97756098	+	0.000	0.000	260.5	171.3	1.52	1.78e-10
981-10	chr16	49000277	49001256	+	0.000	0.000	104.5	67.0	1.56	1.75e-05
937-8	chr16	49857239	49858174	+	0.000	0.000	107.0	63.9	1.67	5.45e-07
1588-5	chr16	78436804	78438390	+	0.000	0.000	81.5	51.4	1.59	8.34e-05
960-12	chr17	2848288	2849246	+	0.000	0.000	168.0	108.0	1.55	5.68e-08
1056-12	chr17	5706659	5707713	+	0.000	0.000	224.0	140.0	1.60	4.00e-11
1179-6	chr17	9728686	9729863	+	0.000	0.000	253.5	167.8	1.51	5.57e-10
751-10	chr17	33686059	33686808	+	0.000	0.000	105.5	60.4	1.75	1.32e-07
1086-11	chr17	33927508	33928592	+	0.000	0.000	178.5	118.8	1.50	2.49e-07
1299-7	chr17	55053411	55054708	+	0.000	0.000	155.0	91.4	1.70	8.70e-10
749-7	chr17	77501007	77501754	+	0.000	0.000	89.0	52.8	1.69	3.49e-06
804-17	chr17	78445414	78446216	+	0.000	0.000	85.0	54.9	1.55	9.92e-05
804-18	chr17	80899184	80899986	+	0.000	0.000	135.0	84.1	1.61	1.98e-07
811-6	chr17	81869053	81869862	+	0.000	0.000	124.5	77.1	1.61	5.59e-07
968-5	chr18	14086431	14087397	+	0.000	0.000	119.5	77.5	1.54	7.18e-06
650-11	chr18	26405256	26405904	+	0.000	0.000	125.0	79.2	1.58	1.24e-06
1098-15	chr18	52903437	52904533	+	0.000	0.000	155.0	100.1	1.55	2.19e-07
984-11	chr18	53153026	53154008	+	0.000	0.000	80.0	52.8	1.52	2.94e-04
864-11	chr18	54646900	54647762	+	0.000	0.000	89.0	57.7	1.54	7.80e-05
840-14	chr18	58051480	58052318	+	0.000	0.000	105.5	66.4	1.59	7.27e-06
1528-6	chr18	60549115	60550641	+	0.000	0.000	231.0	149.4	1.55	3.77e-10
1126-9	chr18	66495733	66496857	+	0.000	0.000	91.0	58.4	1.56	4.63e-05
1193-7	chr18	79643828	79645019	+	0.000	0.000	92.0	60.1	1.53	7.92e-05
1272-13	chr18	80157136	80158406	+	0.000	0.000	110.0	62.2	1.77	2.81e-08
828-9	chr19	4233173	4233999	+	0.000	0.000	97.0	62.2	1.56	2.65e-05
959-9	chr19	4400296	4401253	+	0.000	0.000	219.0	140.0	1.56	4.16e-10
1307-5	chr19	8615201	8616506	+	0.000	0.000	162.5	99.4	1.64	5.11e-09
1084-11	chr19	9205071	9206153	+	0.000	0.000	304.5	202.2	1.51	1.58e-11
588-10	chr19	33241475	33242061	+	0.000	0.000	105.0	58.0	1.81	1.91e-08
539-20	chr19	49506461	49506998	+	0.000	0.000	96.5	57.0	1.69	1.52e-06
1554-10	chr19	51660356	51661908	+	0.000	0.000	243.5	162.2	1.50	2.07e-09
417-22	chr19	55146050	55146465	+	0.000	0.000	82.0	53.8	1.52	2.15e-04
525-19	chr20	23050775	23051298	+	0.000	0.000	108.0	64.6	1.67	5.19e-07
822-12	chr20	38242588	38243408	+	0.000	0.000	151.0	84.1	1.80	3.31e-11
925-12	chr20	43390187	43391110	+	0.000	0.000	90.5	57.0	1.59	3.24e-05
809-16	chr20	58650419	58651226	+	0.000	0.000	137.0	80.6	1.70	6.89e-09
949-14	chr20	59560236	59561183	+	0.000	0.000	218.0	135.8	1.60	5.54e-11
654-13	chr20	61262973	61263625	+	0.000	0.000	82.5	52.5	1.57	9.69e-05
703-16	chr20	62907200	62907901	+	0.000	0.000	108.5	56.6	1.92	8.42e-10
1023-10	chr20	63381513	63382534	+	0.000	0.000	187.5	109.4	1.71	1.03e-11
1055-15	chr20	63434639	63435692	+	0.000	0.000	217.5	126.5	1.72	1.73e-13
772-16	chr20	64285615	64286385	+	0.000	0.000	117.0	51.1	2.29	2.09e-15
1183-12	chr21	18204752	18205933	+	0.000	0.000	156.5	90.3	1.73	2.36e-10
912-9	chr21	19322123	19323033	+	0.000	0.000	113.5	72.6	1.56	6.90e-06
764-9	chr21	46660861	46661623	+	0.000	0.000	107.5	63.6	1.69	4.28e-07
1026-19	chrX	19333857	19334881	+	0.000	0.000	217.5	128.2	1.70	5.98e-13
1085-14	chrX	30503889	30504972	+	0.000	0.000	145.0	91.4	1.59	1.41e-07
1212-15	chrX	66030249	66031459	+	0.000	0.000	116.5	72.6	1.60	1.67e-06
1149-19	chrX	117996393	117997540	+	0.000	0.000	159.5	100.7	1.58	5.19e-08
866-15	chrX	140817769	140818633	+	0.000	0.000	147.0	82.3	1.79	8.80e-11
